07年 8月 4日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月 4日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,,■ 4R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.7,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａコンフォｰコ, 53,横山典,, 60,*  0,* -3, 1,  1.8, ②②, 1, 9,Ｂアリマエンプレス, 57,岩田康,, 65,* -3,*  4, 2,  4.2, ②②, 1,10,Ｄコペルニクス, 66,藤田伸,, 68,   2,*  4, 2,  3.2, ③②, 1, 8,Ａラブカｰナ, 80,菊沢隆,, 81,   9,* 12, 1,  2.1,⑤⑤②
 2, 4,Ｅウォｰタｰリング, 40,武幸四, 0.8, 46,  -4,  -9, 6, 19.7, ④⑤, 2,10,Ｃスギノマリアｰジュ, 56,武幸四, 0.0, 65,* -2,*  3, 5,  6.2, ②②, 2, 2,Ｅエアラホｰヤ, 65,北村友, 0.2, 64,   0,*  2, 3,  4.6, ③④, 2, 4,Ｅマイネルスパｰダ, 66,安藤勝, 0.2, 79,   9,  12, 3,  5.6,⑥⑥④
 3, 9,Ｈナンヨｰナイト, 29,北村友, 0.8, 49,*  0, -13, 5, 19.7, ①①, 3, 6,Ａアジュディマイン, 68,津村明, 0.6, 54,*  0,  -4, 1,  3.6, ①①, 3, 1,Ａスペクタクル, 72,柴原央, 0.3, 65,   2,   1, 1,  3.1, ③④, 3, 6,Ｊマイネルスパｰクル, 62,四位洋, 0.3, 77,   7,* 14, 5, 16.6,⑬⑪⑩
 4,10,Ｉディアディアｰ, 28,勝浦正, 1.0, 41,  -9,* -8,10,110.2, ⑦⑧, 4, 8,Ｅテルミヌス, 54,四位洋, 0.6, 55,  -6,   0, 3,  4.8, ④④, 4, 8,Ｂアンジェラスキッス, 67,四位洋, 0.6, 59,  -6,*  2, 4,  8.8, ⑦⑥, 4,14,Ｄボｰテセレスト, 67,勝浦正, 0.4, 76,   8,   8, 9, 43.3,⑨⑥④
 5, 1,Ｄトｰセンジｰクレフ, 40,丸田恭, 1.0, 41,  -6, -12, 7, 22.9, ④④, 5,12,Ｇエクレｰルブラン, 47,横山典, 0.9, 51,  -8,  -2, 6, 12.1, ⑤⑤, 5, 5,Ｋアルスヴィド, 51,横山典, 0.9, 57,  -4,  -1, 8, 21.6, ⑦⑧, 5, 2,Ｋウェｰブクイｰン, 61,北村友, 0.4, 75,   7,  11,10, 51.4,⑩⑧⑦
 6,11,Ｌレディオｰロラ,-106,黛弘人, 1.2, 44,* -1, -17,12,404.2, ②③, 6,11,Ｊスノｰショコラ, 42,柴山雄, 1.0, 50, -13,   0, 7, 18.8, ⑧⑦, 6,12,Ｇバクシンハヤブサ, 57,小林徹, 1.1, 56,*  4,  -9, 6, 19.9, ②②, 6, 9,Ｈワインアドバイザｰ, 64,津村明, 0.7, 76,* 15,  -8, 7, 27.7,①①①
 7, 5,Ｂベストルｰト, 50,柴山雄, 1.4, 37,  -9, -12, 4,  7.6, ⑦⑧, 7, 5,Ｋハプニング, 39,山口竜, 1.4, 44, -14,  -3,12,259.3, ⑩⑨, 7, 9,Ｊラララウィンパル, 53,藤岡佑, 1.3, 51, -12,   0, 9, 36.0, ⑫⑪, 7,10,Ｌライトザキャンドル, 61,秋山真, 1.1, 69,   6,   2, 6, 22.5,⑩⑪⑥
 8, 2,Ｆサクセスイザベラ, 31,藤田伸, 1.5, 35, -11, -12, 3,  6.8, ⑨⑥, 8, 7,Ｈビコｰポシブル, 47,菊沢隆, 1.7, 39, -13,  -7, 8, 47.4, ⑧⑤, 8, 7,Ｆレインボｰルシファ, 61,池添謙, 1.4, 50,  -3,  -8, 7, 20.5, ⑥⑥, 8, 3,Ｍキミハツヨイ, 60,山口竜, 1.5, 62,   2,   4,12,113.1,⑭⑬⑬
