07年 1月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■10R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
 9, 9,Ｊウインフラッグ, 32,秋山真, 2.2, 41, -10,  -8, 6, 15.4, ⑤⑥, 9,13, ニシノユメヲミセテ,,林満明, 4.0,,,, 3,  5.6,⑦⑧⑨, 9, 7,Ｌマイネルメロス, 59,川田将, 1.3, 54,  -8,   5, 8, 32.8,⑨⑫⑪, 9, 6,Ｋクロユリジョウ, 69,幸英明, 1.0, 65,  -9,  18,10, 57.9,⑪⑩⑩
10, 8,Ｇポｰルシャトル, 43,熊沢重, 2.3, 40, -13,  -6, 8, 61.6, ⑦⑨,10,11, ウォｰタｰトリトン,,菊地昇, 7.1,,,,11, 66.6,⑩⑩⑩,10,10,Ｂニッシンテｰスト, 71,上野翔, 1.4, 47,* -6,  -4, 4,  8.3,⑨③⑤,10, 8,Ｉメイショウアカシ, 70,川田将, 1.2, 65, -12,* 18,11, 69.1,⑭⑬⑪
11, 6,Ｌラキシスマキ, 29,加藤和, 2.4, 39, -13,  -7,13,461.1, ⑧⑥,11,14, エニフ,,高田潤, 9.0,,,, 5, 15.0,⑪⑪⑪,11, 4,Ｅトップコｰナｰ, 66,北村友, 1.9, 45,  -7,  -6, 9, 33.0,③⑦⑪,11, 1,Ｄディｰプウイング, 75,岩田康, 1.3, 67, -11,* 20, 2,  4.5,⑬⑬⑬
12,10,Ｋフクウンバｰド, 31,川田将, 2.9, 34, -20,  -5,10,261.1, ⑬⑬,12, 7, モルフェワルツ,,矢原洋,11.4,,,,14,230.3,⑭⑭⑭,12,13,Ｎナリアガリ, 54,熊沢重, 2.0, 47,  -6,  -5,13,119.9,⑬⑨⑧,12, 5,Ｎノンスタンダｰド, 67,金折知, 1.8, 46, -12,   7,14,215.5,⑨⑩⑪
13, 3,Ｉチェリｰカントリｰ, 32,田村太, 2.9, 33, -31,   2,16,871.1, ⑯⑯,13, 9, ナムラルパン,,佐久間,11.7,,,,13,146.7,⑬⑬⑬,13, 9,Ｍブラックサベｰジ, 59,小坂忠, 2.0, 48, -10,   3,15,314.5,⑪⑭⑭,13, 3,Ｃライトニングボｰル, 75,熊沢重, 2.0,-68,*  8, -56,13, 85.9,①①①
14, 1,Ｎハｰドラビット, 17,幸英明, 3.8, 25, -15, -19,14,493.4, ⑩⑩,14, 4, セフティｰマッハ,,白坂聡,28.6,,,,12,105.8,⑫⑫⑫,14,11,Ｄコｰリンヴァリウス, 67,和田竜, 2.6, 47,* -5, -14, 6, 18.5,⑦③⑤,14,15,Ｌレグルスキッド, 69,秋山真, 2.2, 45, -12,   7, 4, 11.0,⑮⑮⑮
15, 2,Ｏマックスハｰト,  1,荻野要, 4.1, 24, -24, -13,15,726.5, ⑮⑮,,,,,,,,,,,,,15,12,Ｏマイネルカルディア, 54,長谷川, 3.1, 43,  -9, -11,14,142.4,⑪⑫⑭,15, 4,Ｏオｰキッドコｰト, 55,池添謙, 2.5, 41, -11,  -1,12, 80.8,⑨⑩⑭
16, 5,Ｐチョウメダマ,-78,太宰啓, 4.2, 18, -21, -17,12,391.4, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,
単勝:570円 複勝:12=140円 15=100円 11=130円 枠連:170円,,,,,,,,,,,,単勝:240円 複勝:10=120円 01=150円 06=810円 枠連:590円,,,,,,,,,,,,"単勝:2,650円 複勝:03=630円 06=140円 05=750円 枠連:2,820円",,,,,,,,,,,,単勝:650円 複勝:11=180円 09=130円 02=360円 枠連:520円,,,,,,,,,,,
馬連:380円 ワイド:12-15=180円 11-12=270円 11-15=170円,,,,,,,,,,,,"馬連:660円 ワイド:01-10=370円 06-10=1,560円 01-06=2,670円",,,,,,,,,,,,"馬連:3,170円 ワイド:03-06=1,220円 03-05=7,980円 05-06=1,350円",,,,,,,,,,,,"馬連:710円 ワイド:09-11=310円 02-11=1,230円 02-09=740円",,,,,,,,,,,
"馬単:1,270円 3連複:550円",,,,,,,,,,,,"馬単:1,120円 3連複:8,550円",,,,,,,,,,,,"馬単:9,780円 3連複:23,550円",,,,,,,,,,,,"馬単:1,910円 3連複:3,440円 3連単:19,360円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.6,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■11R  ダ1800m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平安ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｅアグネストップ, 45,和田竜,, 64, -11,*  8, 5, 16.0,⑮⑦⑤, 1,15,Ｃオｰシャンクルｰズ, 60,武豊  ,, 57,  -7,*  5, 4,  5.2, ⑪⑥, 1, 7,Ｈオナｰチェイサｰ, 65,安藤勝,, 67,* -1,   8, 4,  6.8,②②②, 1, 2,Ｌメイショウトウコン, 80,石橋守,, 95,  -3,* 31, 9, 18.7,⑮⑮⑬
 2,15,Ａアドマイヤミリオン, 58,岩田康, 0.2, 57,* -9,*  3, 1,  2.4,⑥②①, 2,11,Ｈデマントイドリバｰ, 48,岩田康, 0.3, 52,  -6,  -2, 2,  4.9, ⑨⑥, 2, 6,Ｋダブルティンパニｰ, 62,福永祐, 0.0, 66,* -1,   6, 3,  5.4,①①①, 2,12,Ｂサンライズバッカス, 90,安藤勝, 0.0, 88,   0,* 26, 3,  7.4,⑫⑫⑨
 3,13,Ｆテンザンメダリスト, 44,角田晃, 0.6, 51, -10,   0, 3,  4.5,⑫④③, 3, 6,Ｇコスモウィザｰド, 49,安藤勝, 0.5, 50,  -5,  -7, 3,  5.1, ⑥⑥, 3, 9,Ａフェラｰリセブン, 70,岩田康, 0.2, 67,  -3,*  9, 1,  2.5,⑤⑤③, 3,13,Ｃシャｰベットトｰン, 88,菊沢隆, 0.2, 76,*  4,  17, 8, 15.6,④③③
 4,12,Ｂセントラルカフェ, 56,小島太, 0.7, 45,*-10,  -5, 2,  3.4,②①②, 4,14,Ｂハｰドシｰキング, 63,角田晃, 0.6, 47,  -9,*  1, 5,  8.1, ⑭⑬, 4, 4,Ｄラッキｰリップス, 68,ルメｰ, 0.2, 66,* -3,   8, 7, 15.5,③③③, 4,16,Ｅタイキエニグマ, 88,福永祐, 0.2, 75,*  5,  15,13, 41.6,⑧②①
 5, 7,Ｉフィｰルドマｰチ, 42,小林徹, 1.1, 44,* -9,  -6,12,359.2,③②③, 5, 3,Ｅフェザｰケｰプ, 51,ルメｰ, 0.7, 47,  -8,  -4, 6, 13.6, ⑫⑫, 5, 2,Ｉノｰプロブレム, 65,秋山真, 0.2, 69,  -4,* 11, 6, 15.3,⑦⑦⑧, 5,15,Ｇサカラｰト, 84,武豊  , 0.3, 78,   3,  18, 5, 11.3,⑥⑤⑤
 6, 6,Ｋバンビｰナココ, 40,上村洋, 1.7, 39, -12,  -7, 6, 37.5,④⑦⑦, 6,12,Ｉナムラグロｰリｰ, 45,秋山真, 0.8, 46,  -6, -10, 8, 17.9, ⑨⑪, 6,12,Ｎブレッザ, 60,小牧太, 0.4, 64,  -4,   8,10, 64.7,⑫⑨⑥, 6, 6,Ａフィｰルドルｰジュ, 91,ルメｰ, 0.3, 86,  -2,* 26, 1,  3.2,⑬⑬⑬
 7, 9,Ｃロフティマウンテン, 51,武豊  , 1.9, 38, -12,  -8, 4,  6.5,⑥⑩⑦, 7, 5,Ｌニコラスバロｰズ, 36,熊沢重, 0.8, 45,  -8,  -5,10,104.8, ⑫⑬, 7, 3,Ｆワンダフルキャスト, 65,池添謙, 0.6, 68,  -7,* 12, 8, 26.1,⑭⑬⑬, 7, 3,Ｆエイシンラｰジヒル, 84,秋山真, 0.4, 72,*  5,  13, 6, 12.9,①①②
 8, 4,Ｌニホンピロシェリｰ, 40,太宰啓, 2.0, 39, -15,  -4, 9,116.0,⑭⑮⑭, 8, 9,Ｊドリｰムフライト, 43,和田竜, 0.9, 45,  -3, -16,14,242.2, ⑥⑤, 8, 1,Ｂオグリシルク, 69,菊地昇, 0.7, 60,  -5,   6,14,235.2,⑩⑪⑩, 8,10,Ｉシルククルセイダｰ, 83,川田将, 0.6, 76,   1,  19, 4, 10.1,⑧⑩⑨
 9,16,Ｏウォｰタｰスポｰト, 17,柴原央, 2.3, 37, -16,  -5,16,896.1,⑯⑯⑮, 9, 8,Ａホｰマングラッパ, 65,川田将, 0.9, 45,  -4, -15, 1,  3.5, ⑥⑥, 9, 5,Ｅセブンスアンコｰル, 67,上野翔, 0.8, 54,  -7,   2, 5, 15.1,⑪⑪⑩, 9,11,Ｏタガノサイクロン, 76,池添謙, 0.6, 76,   1,  19, 2,  5.4,⑪⑩⑨
10, 5,Ｍサンケイサウｰジ, 28,北村友, 2.3, 32, -15, -10,14,578.2,⑫⑫⑪,10, 1,Ｄファンドリウェｰブ, 59,柴原央, 1.1, 43,  -3, -19, 7, 16.1, ③③,10, 8,Ｍエムテイコウテン, 60,酒井学, 0.9, 56,  -5,   3,13,196.0,⑨⑨⑩,10, 4,Ｄエンシェントヒル, 88,生野賢, 0.7, 82,  -3,  24,10, 20.1,⑮⑮⑯
11, 2,Ｐメイショウダンク,-54,田村太, 2.5, 31, -16, -11,15,722.7,⑨⑬⑪,11,13,Ｍロｰレルアクシス, 33,小牧太, 1.2, 41, -10,  -7,13,206.8, ⑭⑮,11,10,Ｇフサイチシャナオｰ, 65,武豊  , 1.0, 52,  -4,  -2, 2,  4.5,⑦⑦⑧,11, 1,Ｎクｰリンガｰ, 78,和田竜, 0.8, 70,*  4,  11,11, 31.5,②③③
12,14,Ｈウィッシングデュｰ, 43,熊沢重, 2.9, 35, -11, -21,11,168.5,④⑥⑥,12, 7,Ｆトップオブハワイキ, 50,池添謙, 1.6, 37,  -3, -29, 9, 30.2, ⑤③,12,11,Ｃスリｰセレブル, 69,北村友, 1.1, 51,  -9,   2, 9, 44.7,⑫⑬⑬,12,14,Ｋオｰガストバイオ, 81,幸英明, 0.9, 70,   2,  14,14, 69.9,⑧⑧⑦
13, 8,Ｇミスタｰアタゴ, 44,長谷川, 3.1, 33, -12, -20,10,123.1,⑨⑩⑩,13,16,Ｏフィｰルドルｰチェ,  7,幸英明, 1.8, 35,*  0, -38,12,191.8, ①①,13,13,Ｊナリタモｰガン, 64,幸英明, 2.0, 48,* -3, -20,11,104.0,⑤⑤⑥,13, 7,Ｊビッグドン, 81,加藤和, 1.0, 73,  -1,  19,16, 87.2,⑬⑬⑬
14, 3,Ｎマイネパピヨン, 19,船曳文, 4.2,-13, -12, -36,13,413.0,①④⑦,14, 4,Ｐマルタｰズマゼル,  5,長谷川, 2.3, 30,*  0, -44,11,159.5, ②②,14,14,Ｌセルリアンシャチ, 61,長谷川, 2.1, 46,* -2, -23,12,138.5,③③③,14, 5,Ｈマイネルボウノット, 83,小牧太, 1.1, 68,   3,  11,15, 71.7,④⑥⑥
15,10,Ｊハイパｰビｰト, 41,福永祐, 4.8,-13, -14, -33, 8, 51.7,⑨⑬⑮,15,10,Ｋスリｰキャット, 43,田村太, 2.5, 26, -13, -28,16,383.1, ⑭⑯,,,,,,,,,,,,,15, 8,Ｍカフェオリンポス, 80,岩田康, 1.4, 67,   3,  10, 7, 14.1,⑥⑧⑦
16,11,Ｄマヤノビャッコ, 48,幸英明, 8.2, 8.2---, -11, -71, 7, 41.5,⑧⑦⑪,16, 2,Ｎナリタドリｰムワン, 12,上村洋, 4.8,-18,  -3, -76,15,257.5, ③⑥,,,,,,,,,,,,,16, 9,Ｐバンブｰエｰル, 74,上村洋, 1.8, 62,   2,   5,12, 37.9,②⑥⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-5),,,,,,,,,,,
"単勝:1,600円 複勝:01=270円 15=120円 13=150円 枠連:1,620円",,,,,,,,,,,,単勝:520円 複勝:15=170円 11=170円 06=190円 枠連:970円,,,,,,,,,,,,"単勝:680円 複勝:07=200円 06=180円 09=110円 枠連:1,690円",,,,,,,,,,,,"単勝:1,870円 複勝:02=650円 12=300円 13=450円 枠連:1,990円",,,,,,,,,,,
"馬連:2,000円 ワイド:01-15=630円 01-13=1,120円 13-15=240円",,,,,,,,,,,,"馬連:1,610円 ワイド:11-15=610円 06-15=720円 06-11=590円",,,,,,,,,,,,"馬連:1,970円 ワイド:06-07=660円 07-09=330円 06-09=290円",,,,,,,,,,,,"馬連:7,610円 ワイド:02-12=2,770円 02-13=3,520円 12-13=2,170円",,,,,,,,,,,
"馬単:5,330円 3連複:2,530円",,,,,,,,,,,,"馬単:3,190円 3連複:2,900円",,,,,,,,,,,,"馬単:4,130円 3連複:1,340円",,,,,,,,,,,,"馬単:18,400円 3連複:42,590円 3連単:270,910円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳新馬 馬齢,,,,,,,,,,,,■ 6R  芝1600m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ1400m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■12R  ダ1200m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,若菜賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10, アｰリドラｰテ,---,ルメｰ,, 71,  -9,* 11, 1,  1.6, ⑧④, 1,16, ベッラレイア,---,秋山真,, 73, -31,* 31, 4,  6.6, ⑧⑨, 1, 5,Ｂアマノチェリｰラン, 65,川田将,, 69,*  2,*  2, 4,  8.1, ②②, 1, 2,Ｂフォルテピアノ, 70,小牧太,, 82,   5,* 12, 2,  3.5, ④④
 2,12, バトルスクワｰト,---,北村友, 0.4, 55,* -1,  -3,16,369.9, ②②, 2,12, ジャングルバｰド,---,岩田康, 0.5, 51, -29,* 21, 2,  4.9, ⑥⑥, 2, 3,Ｈウッドウインド, 56,和田竜, 0.1, 66,   1,*  3, 6, 15.4, ③③, 2, 5,Ｇナリタジュｰン, 69,石橋守, 0.5, 77,*  8,   4,10, 63.1, ①①
 3, 4, ルビｰトゥインクル,---,小坂忠, 1.0, 50,*  1,  -9, 5, 17.1, ①①, 3,11, ヘブンオンアｰス,---,川田将, 0.8, 36,*-26,  10, 7, 26.7, ③③, 3, 1,Ｃエイジアンウインズ, 65,ルメｰ, 0.3, 67,*  4,  -3, 1,  2.5, ①①, 3, 9,Ａアドマイヤキラメキ, 75,岩田康, 1.0, 71,   2,   5, 1,  1.9, ⑦⑦
 4,15, メモリｰジャグラｰ,---,福永祐, 1.3, 52, -18,*  6, 7, 30.0, ⑪⑪, 4,10, ポｰトカンパｰニュ,---,幸英明, 0.8, 34,*-24,   7,12, 63.8, ②②, 4,12,Ｆケアレスウィスパｰ, 59,岩田康, 0.4, 61,  -3,*  5, 2,  3.4, ⑧⑦, 4,13,Ｋスイフトバイオ, 67,角田晃, 1.2, 69,  -6,* 10,14,159.1, ⑬⑭
 5, 8, プリモタイム,---,和田竜, 1.7, 44,*  0, -15, 6, 18.4, ②②, 5,14, ピエナビｰナス,---,石橋守, 1.0, 32,*-26,   7, 8, 32.7, ③③, 5,13,Ｉニホンピロコナユキ, 51,酒井学, 1.0, 57,   0,  -5,11,224.1, ⑥⑤, 5,10,Ｅアイシｰスズカ, 69,武豊  , 1.3, 68,  -8,* 11, 5, 16.1, ⑮⑮
 6, 3, クロスベンハｰ,---,秋山真, 1.9, 42, -17,  -1, 2,  4.7, ⑩⑩, 6, 1, シルクロワイヤル,---,小林徹, 1.2, 32, -30,  11, 9, 42.7, ⑧⑥, 6, 8,Ａフェスティヴマロン, 66,秋山真, 1.2, 56,   1,  -8, 3,  5.3, ③③, 6, 1,Ｍセフティパラダイス, 61,河北通, 1.4, 67,  -5,   7,15,203.6, ⑬⑪
 7, 5, スズカテキｰラ,---,田島裕, 2.2, 40,  -6, -14,13,246.4, ④⑤, 7,15, ダンツタキサン,---,福永祐, 1.2, 32,*-24,   1, 5,  7.5, ①①, 7, 2,Ｇレンデフルｰル, 57,生野賢, 1.3, 52,  -4,  -3, 7, 30.2, ⑫⑪, 7, 6,Ｃグリｰディｰ, 70,和田竜, 1.4, 67,   3,   0, 8, 43.3, ⑦⑤
 8, 2, マイデライト,---,小林徹, 2.4, 37, -20,  -3,15,359.5, ⑪⑪, 8, 5, ワｰキングウｰマン,---,長谷川, 1.3, 35, -33,  14,13,108.1, ⑩⑩, 8, 9,Ｄアシュレイリバｰ, 65,上村洋, 1.5, 51,  -3,  -6, 5, 10.5, ⑧⑨, 8, 3,Ｈタムロイｰネｰ, 69,酒井学, 1.4, 67,  -7,   9, 4, 13.9, ⑮⑮
 9,14, トｰホウアタック,---,太宰啓, 2.5, 40, -31,*  7, 8, 60.8, ⑮⑮, 9, 8, トップエクセレント,---,上村洋, 1.3, 29, -27,   5, 1,  2.8, ⑤⑤, 9,10,Ｅタニノハイクレア, 59,幸英明, 1.8, 49,  -2, -11, 9, 88.5, ⑦⑥, 9, 7,Ｄセトモモチャン, 70,福永祐, 1.4, 67,   0,   3, 6, 17.4, ⑩⑨
10, 7, トウカイマリｰナ,---,岩田康, 2.5, 37, -10, -13, 3,  9.5, ⑧⑨,10, 4, コスモカンチュ,---,和田竜, 1.5, 37, -37,  17,10, 43.8, ⑫⑫,10, 4, ファイナルバンド,---,小原義, 2.2, 44,  -6,  -9,13,269.9, ⑬⑪,10, 4,Ｌツルミトゥインクル, 63,太宰啓, 1.5, 66,  -4,   5, 3, 11.1, ⑫⑪
11,11, ブライティアポｰチ,---,田村太, 2.5, 36,  -8, -17,12,215.7, ⑤⑤,11, 7, ハｰトフルメロディ,---,角田晃, 2.0, 30, -40,  16, 6, 17.3, ⑯⑬,11,11,Ｊウルワシノハナ, 45,太宰啓, 2.3, 44,  -3, -14,10,128.5, ⑧⑪,11,12,Ｉスクリｰマｰ, 68,小島太, 1.7, 61,*  6,  -8, 9, 53.3, ②②
12,13, キシュウアゲイン,---,小牧太, 2.7, 39, -35,*  9, 4, 11.7, ⑯⑮,12, 3, フィｰルドシスタｰ,---,武豊  , 2.3, 19, -38,   8, 3,  5.4, ⑬⑬,12, 6,Ｌミスチフ, 40,小林徹, 3.5, 33,  -3, -27,12,236.9, ⑧⑨,12,11,Ｎメイショウオオヒメ, 58,川田将, 1.9, 62,  -1,  -1,11, 68.6, ⑩⑪
13, 1, エヌオイル,---,熊沢重, 2.9, 36,  -8, -19,10,105.0, ⑥⑦,13,13, グロリｰゲイン,---,高井彰, 3.1,-46, -29, -19,15,242.8, ⑥⑧,13, 7,Ｋアインファスタｰ, 42,福永祐, 4.3, 27,   1, -38, 8, 59.4, ③⑦,13,14,Ｐエプソムメサイア, 56,幸英明, 2.0, 61,   2,  -5,12, 80.2, ⑦⑨
14, 6, マルタカスティｰヴ,---,池添謙, 3.0, 31, -26,  -3, 9, 77.3, ⑭⑭,14, 6, リッカラプソティ,---,池添謙, 3.4,-50, -32, -19,11, 57.0, ⑩⑩,,,,,,,,,,,,,14,16,Ｊミヤジアイ, 68,上野翔, 2.2, 56,   3, -10,13,106.1, ⑤⑤
15,16, ラガｰイメｰジ,---,上野翔, 3.2, 28, -24,  -9,14,278.2, ⑬⑬,15, 2, メイショウヘレネ,---,田村太, 3.4,-33, -40, -11,16,253.2, ⑬⑮,,,,,,,,,,,,,15,15,Ｆデンコウグラス, 69,畑端省, 2.4, 57,*  6, -13, 7, 28.6, ②②
16, 9, ヴォｰルラウト,---,河北通, 3.4, 25,  -8, -24,11,111.0, ⑥⑦,16, 9, エスタブリッシュ,---,熊沢重, 7.2, 7.2---, -42, -61,14,115.4, ⑬⑯,,,,,,,,,,,,,16, 8,Ｏデアテンビｰ, 58,熊沢重, 2.5, 56,   4, -12,16,265.8, ⑤⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
