07年 7月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■ 7R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麒麟山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａアルファトリリオン, 55,二本柳,, 63,*  3,   2, 1,  3.2, ①①, 1, 5,Ｇヒシウィンザｰ, 48,吉田隼,, 59,* -1,*  0, 7, 32.9,②②②, 1, 6,Ｆコスモグルミット, 63,吉田隼,, 66,* 11, -13, 1,  3.2,①②①, 1, 5,Ｅドラゴンファイヤｰ, 73,田中勝,, 76,   7,* 12, 1,  2.0,⑨⑩⑨
 2, 9,Ｂノムクルｰズ, 55,吉田隼, 0.4, 60,  -3,   4, 3,  4.2, ④④, 2, 1,Ａスマｰトキャリｰ, 60,吉田稔, 0.2, 57,* -1,  -3, 1,  3.1,①①①, 2, 9,Ｄマイネルプロメッサ, 64,石橋脩, 0.2, 66,  10,  -9, 5,  9.5,⑤⑤⑤, 2, 7,Ａウィストラム, 76,吉田豊, 0.6, 71,   6,*  9, 6, 23.9,⑬⑬⑬
 3,12,Ｃテルミヌス, 50,後藤浩, 0.6, 55,*  0,  -1, 2,  3.5, ②②, 3, 4,Ｂマイネルピｰク, 53,北村宏, 0.3, 56,  -3,*  0, 3,  4.0,④⑤⑤, 3, 4,Ｉキッズエンジェル, 58,後藤浩, 0.2, 66,   5,*  8, 9, 22.8,⑫⑪⑪, 3, 4,Ｈノワｰルシチｰ, 70,柴田善, 0.7, 70,   7,   5, 5, 11.6,⑩⑩⑪
 4, 3,Ｅノｰバディノｰズ, 42,蛯名正, 0.7, 54,*  1,  -3, 4,  5.3, ②②, 4,11,Ｄマケテタマルカ, 50,柴田善, 0.6, 53,  -7,*  4, 2,  3.4,⑭⑩⑨, 4,14,Ｅレイトスプリング, 64,田中博, 0.3, 61,* 10, -18, 2,  4.7,⑥②②, 4, 8,Ｄバンドマスタｰ, 74,木幡初, 1.0, 66,   5,   4,11, 89.6,⑭⑬⑬
 5,10,Ｆテンジンイナバウア, 39,大庭和, 1.7, 51, -25,* 11, 5, 16.0, ⑫⑫, 5, 3,Ｌブルｰメンリッタｰ, 41,中舘英, 0.6, 54,  -2,  -4, 8, 33.7,④③③, 5,13,Ｂビエンナｰレ, 65,的場勇, 0.4, 61,* 10, -20, 6, 19.0,⑧②④, 5,12,Ｊシベリアンライオン, 69,吉田隼, 1.3, 64,   6,   0, 8, 37.0,⑫⑫⑪
 6, 7,Ｈタケデンコンゴウ, 34,千葉直, 1.8, 41, -14,  -2, 9, 64.0, ⑦⑦, 6,14,Ｆコスモペンタクン, 48,丹内祐, 1.1, 48,  -5,  -8, 5, 13.0,④⑥⑤, 6,10,Ｍワイルドバニヤン, 49,田中勝, 0.5, 63,   8,  -6, 7, 19.1,⑦⑧⑦, 6, 2,Ｏナゲットニュｰズ, 62,田面木, 1.6, 59,   3,  -1,15,283.3,⑭⑮⑬
 7, 1,Ｋココチャンス,-56,北村宏, 1.8, 44, -14,   0,11, 80.9, ⑧⑦, 7, 8,Ｉニシノシンワ, 43,安藤光, 1.1, 49,  -5,  -4,14,146.0,⑨⑦⑦, 7,12,Ａマイネルコレドｰル, 69,大庭和, 0.6, 63,   3,*  6, 3,  5.0,⑭⑫⑫, 7, 1,Ｇフサイチウィｰド, 71,中舘英, 2.0, 63,* 11, -14, 2,  5.9,②②①
 8, 4, スイｰトジュビリｰ,---,田中勝, 1.8, 43, -11,  -3, 7, 33.0, ⑥⑥, 8,10,Ｅトウショウサウンド, 48,小林淳, 1.1, 49,  -5,  -4, 6, 16.7,⑦⑦⑦, 8, 2,Ｃエアクラマン, 65,大野拓, 0.7, 60,   7, -10, 4,  5.9,⑨⑧⑩, 8,15,Ｃダイアモンドヘッド, 75,福永祐, 2.0, 62,  10, -11, 4,  6.4,⑦④③
