07年 1月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11.2,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東雲賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂライカｰト, 51,津村明,, 60,   3,* -4, 1,  1.8, ④③, 1, 9, ウエスタンリピｰト,,浜野谷,,,,, 2,  3.5,③③②, 1, 5,Ｂガイアヘッド, 66,吉田隼,, 66,* -9,  17, 6,  8.2,①①①, 1,14,Ｃアドマイヤタイトル, 75,田中勝,, 80,   3,  19, 2,  4.0,⑥⑤④
 2, 7,Ｃイｰサンラヴ, 50,勝浦正, 0.8, 57,*  7, -14, 3,  6.0, ①①, 2,11, フォレストダンス,,金子光, 0.0,,,, 1,  2.5,①①①, 2, 1,Ｇシベリアンライオン, 61,武士沢, 0.0, 72, -10,* 21, 9, 33.8,⑥⑤④, 2,13,Ｄショｰトロｰブス, 75,松岡正, 0.0, 75,*  5,  14, 8, 27.4,②②②
 3,10,Ｇベルバラｰド, 30,北村宏, 0.9, 49,  -1,* -8, 5, 22.1, ⑦⑦, 3, 1, ジョッシュ,,五十嵐, 1.3,,,, 6, 19.2,④④④, 3,13,Ｆマイネルランプロス, 61,柴山雄, 0.2, 67,*-10,* 18, 1,  4.1,④③③, 3, 8,Ｇエイシンサリヴァン, 72,吉田豊, 0.1, 72,*  6,  11, 4,  7.9,①①①
 4,15,Ｌマイティクレマチス, 26,後藤浩, 1.2, 47,   1, -13, 6, 22.2, ⑥⑤, 4, 6, グランドシャワｰ,,柴田未, 1.8,,,,11,147.9,⑧⑥⑥, 4,11,Ｉオンワｰドウシワカ, 59,北村宏, 0.5, 67, -11,* 18, 8, 27.4,⑭⑧④, 4, 2,Ｂマチカネゲンジ, 77,北村宏, 0.2, 78,   2,  19, 1,  3.1,⑥⑦⑦
 5, 9,Ｋジョウノカグヤヒメ, 26,木幡初, 1.5, 43, -10,* -5,12,244.2, ⑮⑭, 5, 3, ユキノアメｰジング,,穂苅寿, 2.2,,,, 3,  6.4,②②③, 5, 4,Ｄオヤマエルニｰニョ, 64,横山典, 0.5, 63, -10,  16, 4,  5.8,④⑤④, 5, 4,Ｎヤクモアクティヴ, 63,石橋脩, 0.3, 79,   1,* 20,12,123.9,⑩⑪⑩
 6, 8,Ｄアジルメンテ, 37,柄崎将, 1.6, 42,  -1, -15,11,177.1, ⑦⑦, 6,14, ラガｰルｰジュ,,林満明, 2.9,,,, 7, 29.0,⑦⑦⑦, 6,15,Ａディレットｰレ, 67,吉田豊, 0.6, 65, -12,* 18, 7, 18.5,⑩⑧⑧, 6,10,Ｉコパノスイジン, 70,吉田隼, 0.6, 67,   3,   9, 9, 28.7,⑤⑤④
 7,16,Ａサフラントウショウ, 51,吉田豊, 1.7, 46,*  6, -22, 2,  3.6, ③②, 7, 5, メジログリｰン,,大庭和, 3.9,,,, 5, 10.5,⑪⑫⑫, 7,12,Ｅトラストブラック, 63,松岡正, 1.1, 58, -12,  14, 3,  5.5,⑨⑫⑩, 7, 3,Ｅサクラマジェスティ, 73,蛯名正, 0.6, 70,   1,  14, 3,  4.4,⑧⑨⑨
 8, 6,Ｅガイアヴァンテ, 37,小林淳, 2.2, 38,   2, -24, 4, 14.9, ⑤⑤, 8,12, ダイワラファエル,,山本康, 4.1,,,,10, 48.2,⑤⑤⑤, 8, 7,Ｃケイアイマイバッハ, 66,蛯名正, 1.4, 49,* -9,   5, 2,  4.1,②②②, 8, 5,Ｈドクタｰグリム, 71,柴田善, 0.6, 75,  -1,  19, 7, 26.1,⑬⑬⑬
 9, 5,Ｐワタシメダチタイ,-83,田中勝, 2.3, 35,  -5, -18,10,115.1, ⑪⑩, 9, 8, カズノダンシング,,柴田大, 4.6,,,,14,215.2,⑫⑪⑪, 9, 9,Ｈカオリエスペランサ, 60,田中勝, 1.4, 51, -11,  10, 5,  7.7,⑧⑧⑩, 9,11,Ａエレアシチｰ, 78,後藤浩, 0.8, 68,   1,  12, 6, 19.3,⑪⑪⑩
10, 4,Ｈハナリュウ, 30,高野和, 2.5, 34, -16, -12,14,365.0, ⑯⑮,10, 7, スｰパｰアンカｰ,,宗像徹, 6.1,,,, 8, 36.9,⑩⑩⑨,10, 2,Ｍクロスビスティｰ, 49,柴田善, 1.6, 52, -13,  12,12,125.8,⑯⑬⑭,10, 6,Ｋマイネサンサン, 69,柴山雄, 0.8, 77,  -3,* 22,10, 47.5,⑮⑮⑭
11, 1,Ｊスイｰトベル, 27,石橋脩, 2.9, 30,  -7, -22,13,298.4, ⑬⑬,11, 4, カツホマレ,,植野貴, 6.3,,,, 9, 44.0,⑤⑧⑧,11,10,Ｋロｰランウェルズ, 56,勝浦正, 1.7, 47,*-10,   4,10, 55.8,③③④,11, 1,Ｌステラマドレｰド, 67,木幡初, 1.0, 61,   4,   2,11, 58.7,③③④
12,12,Ｆモリトサクラサクラ, 34,村田一, 3.0, 35,*  7, -35, 7, 37.9, ②③,12, 2, サムソンゴｰゴｰ,,蓑島靖, 6.6,,,,12,154.3,⑨⑨⑨,12, 8,Ｐイッテン, 38,金子光, 2.0, 45, -11,   4,15,588.1,⑪⑧⑧,12,12,Ｊリンドｰロ, 69,穂苅寿, 1.0, 69,  -2,  16,15,198.6,⑭⑭⑭
13,11,Ｉフジマサダンサｰ, 28,蛯名正, 3.1, 29,  -8, -23, 8, 76.7, ⑬⑮,13,10, エイシンフタイテン,,西谷誠, 7.7,,,, 4,  7.3,⑭⑭⑭,13, 3,Ｌエイコｰオｰカン, 51,宗像徹, 2.3, 44, -14,   6,14,484.4,⑮⑮⑭,13,15,Ｍマイネルスパｰクル, 66,津村明, 1.0, 61,*  4,   0,13,155.6,③③③
14,13,Ｎキズナ, 15,的場勇, 3.7, 21,  -5, -34,15,389.8, ⑪⑩,14,13, マイネルセバス,,高野和, 9.5,,,,13,174.2,⑬⑬⑬,14,16,Ｎウォッチンザスカイ, 48,鈴木慶, 2.6, 41, -14,   3,16,668.3,⑫⑮⑯,14, 9,Ｆナイトレセプション, 72,横山典, 1.2, 60,   1,   5, 5,  9.6,⑪⑨⑩
15, 2,Ｏミモザイエロｰ, 14,武士沢, 3.8, 21,  -1, -36,16,424.2, ⑦⑨,,,,,,,,,,,,,15, 6,Ｏビｰマイプリンス, 47,木幡初, 3.0, 40, -13,  -1,13,229.5,⑫⑬⑬,15, 7,Ｏショウナンパレス, 57,勝浦正, 1.2, 60,   3,   2,14,196.0,⑧⑦⑦
16, 3,Ｍマンマル, 20,佐藤聖, 4.4, 13,  -2, -43, 9, 98.5, ⑦⑩,,,,,,,,,,,,,16,14,Ｊワｰルドレコｰド, 58,石橋脩, 3.5, 40, -11, -11,11, 77.5,⑥⑦⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+25 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,
単勝:180円 複勝:14=110円 07=190円 10=450円 枠連:520円,,,,,,,,,,,,単勝:350円 複勝:09=120円 11=130円 01=320円 枠連:330円,,,,,,,,,,,,"単勝:820円 複勝:05=290円 01=560円 13=210円 枠連:9,850円",,,,,,,,,,,,"単勝:400円 複勝:14=200円 13=510円 08=260円 枠連:5,410円",,,,,,,,,,,
"馬連:570円 ワイド:07-14=300円 10-14=690円 07-10=1,590円",,,,,,,,,,,,馬連:430円 ワイド:09-11=180円 01-09=660円 01-11=690円,,,,,,,,,,,,"馬連:11,050円 ワイド:01-05=2,520円 05-13=680円 01-13=2,000円",,,,,,,,,,,,"馬連:6,260円 ワイド:13-14=1,940円 08-14=680円 08-13=1,400円",,,,,,,,,,,
"馬単:920円 3連複:2,910円",,,,,,,,,,,,"馬単:860円 3連複:1,560円",,,,,,,,,,,,"馬単:19,330円 3連複:23,310円",,,,,,,,,,,,"馬単:10,400円 3連複:13,970円 3連単:83,360円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■11R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝﾗｲｽﾞｽﾃｰｸｽ,,,,,,,,,,
