07年 6月 3日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 6月 3日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.9,,,,,■ 4R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■10R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木曽川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａセフティプラスワン, 61,河北通,, 56,  -6,*  5, 1,  1.6,⑦⑥④, 1, 2, アルシャトル,,西谷誠,,,,, 1,  1.8,①①①, 1, 2,Ｂインプレスゴｰルド, 68,藤岡康,, 61,  -6,   9, 2,  2.8,④⑤④, 1, 9,Ｅペガサスファイト, 69,中舘英,, 80,  10,   9, 3,  7.6,③②②
 2,14,Ｋクリノラプソディｰ, 40,柴原央, 0.2, 55,* -4,  -2,11,144.8,③②②, 2, 9, アイエススピリット,,仲田雅, 1.6,,,,11, 74.7,⑨⑤⑤, 2,16,Ｆマイティｰバッカス, 60,中村将, 0.3, 63,  -9,* 12,13,104.4,⑮⑫⑨, 2, 5,Ｂアグネスヨジゲン, 73,渡辺薫, 0.1, 76,   8,* 10, 7, 18.0,③④③
 3, 5,Ｆウインライラ, 51,浜中俊, 0.7, 49,* -4,  -9,10, 63.1,②②②, 3, 3, ダイワラファエル,,山本康, 1.8,,,, 4,  9.6,②②②, 3,11,Ｃツルマルビビッド, 66,池添謙, 0.3, 65,  -8,* 13, 5, 11.9,⑭⑫⑪, 3, 4,Ａテンシノゴｰルド, 79,上村洋, 0.5, 77,   7,* 13, 1,  1.9,⑩⑨⑧
 4, 7,Ｂルアシェイア, 58,小牧太, 0.7, 51,  -5,  -5, 2,  5.6,⑤④④, 4, 6, ライトニングボｰル,,今村康, 2.5,,,, 6, 30.6,④③③, 4, 3,Ｏマイネルヴルメリオ, 51,佐藤哲, 0.3, 61,  -6,   9, 3, 10.8,⑩⑥⑥, 4,10,Ｄバブルサウンド, 71,幸英明, 0.7, 70,   6,   3, 2,  5.8,⑦⑤⑥
 5, 1,Ｃメイショウソルテ, 55,北村友, 0.7, 50,* -4,  -9, 3,  8.4,①①①, 5,14, テイエムゼネラル,,佐久間, 2.6,,,, 7, 34.0,③③③, 5,13,Ｎフサイチレオン, 52,四位洋, 0.6, 54,* -4,   2,10, 52.1,④②②, 5, 2,Ｉストロングドン, 67,小原義, 0.7, 67,   2,* 11,11, 65.0,⑪⑫⑪
 6,15,Ｌプレシャスジェフォ, 40,渡辺薫, 1.0, 48,  -8,  -2,12,150.9,⑨⑨⑨, 6, 8, マルタカドリｰム,,小坂忠, 4.4,,,, 5, 28.7,⑥⑥⑥, 6, 6,Ｌロフティマウンテン, 56,中舘英, 0.7, 52,* -3,  -1, 8, 24.7,①①①, 6, 7,Ｊカレンパパ, 67,北村友, 0.8, 67,   6,   0, 6, 14.3,⑥⑤④
 7, 4,Ｍラファル, 38,和田竜, 1.2, 47,  -6,  -7,13,169.4,⑧⑥⑥, 7,10, レッドチェリｰ,,嘉堂信, 7.8,,,,12, 93.3,⑪⑨⑦, 7,12,Ｇインフォｰマｰ, 60,幸英明, 0.8, 52,* -4,   0, 4, 11.2,②②②, 7, 6,Ｇモンブランカフェ, 68,小島太, 0.8, 67,*  8,  -6, 4, 10.9,②②①
 8, 6,Ｉパｰシピエント, 47,中舘英, 1.4, 44, -10,  -3, 9, 38.6,⑫⑬⑪, 8,12, ニシノユメヲミセテ,,林満明, 8.9,,,, 9, 64.7,⑧⑧⑨, 8, 8,Ｅベルモントプロテア, 63,渡辺薫, 0.8, 54,  -6,   4,11, 66.0,⑧⑥⑥, 8,12,Ｍホｰマンラフィット, 54,金折知, 1.1, 65,   4,   1,12, 71.1,⑧⑨⑪
 9,11,Ｄゲットザチャンス, 52,田中健, 1.5, 41,  -9,  -8, 6, 17.3,⑩⑨⑨, 9, 7, ナムラカブラヤ,,菊地昇, 9.2,,,,13,142.1,⑬⑫⑩, 9,14,Ｊスマｰトトリック, 57,上野翔, 0.9, 57,  -9,   9,12, 69.2,⑬⑯⑬, 9, 8,Ｃシゲルサキモノガイ, 71,熊沢重, 1.2, 65,   7,  -5, 5, 11.9,⑧⑤④
10, 3,Ｈカネトシセレブッコ, 50,小林徹, 1.6, 44,  -5, -13, 7, 26.5,④④⑥,10,13, ボスポラス,,熊沢重, 9.4,,,, 2,  3.7,⑫⑬⑩,10,15,Ｋテイエムフルパワｰ, 57,田中健, 1.0, 51, -10,   5,16,294.6,⑮⑫⑬,10, 3,Ｆマイネルアンセム, 68,角田晃, 1.5, 64,   5,  -2, 9, 36.5,⑪⑪⑧
11,10,Ｅネネグｰス, 51,上村洋, 1.8, 42,  -6, -14, 5, 16.2,⑥⑥⑥,11, 4, クインリボｰ,,植野貴,10.0,,,,14,176.9,⑤⑦⑦,11, 7,Ａゴｰルドチェンジ, 70,吉田稔, 1.2, 48,* -4,  -4, 1,  2.6,⑧②④,11,13,Ｌシュンゴウ, 55,太宰啓, 2.5, 52,   0, -10,13,146.6,⑬⑬⑬
12,12,Ｇニホンピロシェリｰ, 50,酒井学, 1.8, 42,  -9,  -9, 4, 13.8,⑭⑨⑪,12, 5, エイシンライトゥン,,岩崎祐,10.7,,,, 8, 51.4,⑩⑪⑩,12, 1,Ｍゴｰルデンビッグ, 55,植野貴, 1.2, 49,  -6,   0,14,120.5,③⑥⑥,12,11,Ｈプレシャスピクセル, 68,佐藤哲, 2.5, 53,   5, -23, 8, 36.0,⑤⑧⑩
13,13,Ｏシエルデトワｰル, 30,川島信, 2.0, 40, -11,  -7,16,366.7,⑯⑮⑮,13, 1, ロングヘラクレス,,内田浩,13.3,,,, 3,  7.8,⑥⑩⑬,13, 4,Ｉヤマニンプロロｰグ, 57,北村友, 1.3, 47,  -8,   0, 6, 16.9,④⑩⑪,13, 1,Ｋニホンピログッデン, 65,上野翔, 5.9, 27,* 11, -91,10, 54.1,①①⑥
14,16,Ｎメイドカフェ, 33,畑端省, 2.2, 38,  -9, -13,14,273.1,⑩⑨⑪,,,,,,,,,,,,,14, 9,Ｐダンシングパｰル, 44,酒井学, 2.3, 44,  -5, -11,15,180.7,⑦⑥⑨,,,,,,,,,,,,
15, 9,Ｐラリパップ, 15,植野貴, 2.3, 38, -10, -12,15,317.3,⑫⑬⑪,,,,,,,,,,,,,15,10,Ｈティンバｰセブン, 59,川島信, 2.9, 41,  -8, -13, 7, 24.0,⑩⑩⑬,,,,,,,,,,,,
16, 2,Ｊスムｰスアズシルク, 43,内田浩, 5.0, 21, -13, -32, 8, 32.9,⑭⑯⑯,,,,,,,,,,,,,16, 5,Ｄマイネルマニセス, 63,野元昭, 3.1, 40,  -8, -14, 9, 45.9,⑩⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-7),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-5),,,,,,,,,,,
"単勝:160円 複勝:08=110円 14=1,770円 05=1,060円 枠連:4,210円",,,,,,,,,,,,"単勝:180円 複勝:02=100円 09=570円 03=200円 枠連:1,900円",,,,,,,,,,,,"単勝:280円 複勝:02=180円 16=1,140円 11=260円 枠連:7,940円",,,,,,,,,,,,単勝:760円 複勝:09=220円 05=350円 04=120円 枠連:340円,,,,,,,,,,,
"馬連:10,250円 ワイド:08-14=3,480円 05-08=1,730円 05-14=25,460円",,,,,,,,,,,,"馬連:2,620円 ワイド:02-09=890円 02-03=240円 03-09=1,830円",,,,,,,,,,,,"馬連:11,180円 ワイド:02-16=2,590円 02-11=620円 11-16=3,020円",,,,,,,,,,,,"馬連:5,890円 ワイド:05-09=1,540円 04-09=350円 04-05=660円",,,,,,,,,,,
"馬単:13,490円 3連複:83,000円",,,,,,,,,,,,"馬単:3,160円 3連複:3,420円",,,,,,,,,,,,"馬単:17,450円 3連複:15,790円",,,,,,,,,,,,"馬単:10,630円 3連複:3,060円 3連単:29,500円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,,■11R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛騨ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃステップシチｰ, 59,吉田稔,, 80,  -6,* 21, 1,  2.5,⑬⑥⑤, 1, 4,Ｂサンタドレス, 61,佐藤哲,, 93,*  6,* 19, 3,  5.4, ①①, 1,14,Ａウィングドフォｰス, 74,太宰啓,, 65,* -4,  11, 3,  7.3,②②②, 1,15,Ｂトｰセンザオｰ, 81,吉田稔,, 86,   1,* 23, 6, 16.5, ⑩⑩
 2, 3,Ｉサクラエクレｰル, 48,和田竜, 0.2, 64,* -2,   9,10, 60.5,⑪②②, 2, 6,Ｃソルヴィエント, 59,吉田稔, 1.2, 64,*  4,   2, 1,  2.6, ②②, 2,10,Ｃゲイルバニヤン, 71,小牧太, 0.1, 68,* -5,* 15, 1,  2.0,⑤③③, 2,17,Ａコレデイイノダ, 83,幸英明, 0.1, 81,   4,  18, 1,  2.4, ⑦⑦
 3,17,Ｆテイエムウミナリ, 53,柴原央, 0.6, 61,* -5,   9, 8, 40.5,②④③, 3, 3,Ａマルカフェニックス, 61,北村友, 1.4, 59,  -4,   3, 2,  2.8, ⑤⑤, 3,11,Ｎステレオタイプ, 52,田中克, 0.5, 57,  -9,   9,12, 59.9,⑧⑦⑤, 3, 7,Ｐカシマフラワｰ, 61,酒井学, 0.2, 79,   4,  17,17,156.9, ⑦⑦
 4, 1,Ｂスカイリュウホｰ, 64,荻野琢, 1.0, 65, -12,* 15, 6, 26.2,⑮⑫⑧, 4,12,Ｉアポロエンジェル, 32,安藤光, 1.7, 57,  -7,   5,12,204.3, ⑩⑧, 4,13,Ｈナリタモｰガン, 62,小林徹, 0.5, 72, -10,* 19, 5, 19.4,⑬⑮⑫, 4,11,Ｃブリリアントグレイ, 80,長谷川, 0.3, 81,  -4,* 23, 4, 11.6, ⑬⑭
 5, 8,Ｈキングプロテア, 51,佐藤哲, 1.2, 55,  -8,   8, 9, 58.4,⑩⑦⑦, 5, 8, チキリランバダ,---,幸英明, 1.7, 57,  -5,   3, 4,  8.3, ⑧⑧, 5, 4,Ｄトミケンラピッド, 67,小坂忠, 0.5, 61,  -7,  11,15,168.8,⑧⑦⑧, 5, 8,Ｈピクシｰダスト, 75,太宰啓, 0.4, 72,*  9,   9, 5, 14.0, ③②
 6, 7, ギムレットロック,---,熊沢重, 1.4, 48,* -3,  -6, 5, 26.0,⑬③④, 6,14, サクラダモン,---,田島裕, 1.7, 64, -18,* 15, 6, 37.2, ⑯⑮, 6, 2,Ｆノｰヴァｰチャル, 65,佐藤哲, 0.7, 60,  -8,  11, 2,  4.1,⑮⑪⑧, 6,12,Ｅゴッドスマイルユｰ, 79,上村洋, 0.4, 80,  -5,* 23, 3,  6.1, ⑮⑭
 7, 4,Ｅベルベットジャガｰ, 57,北村友, 1.6, 44,* -6,  -8, 3,  6.7,⑯④⑥, 7,16,Ｄネイルビュｰティｰ, 52,田中健, 1.9, 48,  -6,  -3,10,134.7, ⑦⑦, 7, 7,Ｏヤマニンプレアデス, 51,和田竜, 0.8, 50,* -3,  -2, 8, 25.6,①①①, 7,14,Ｉジョイントスタｰズ, 75,四位洋, 0.4, 73,   5,  12, 9, 26.7, ⑥④
 8,16,Ａクロチェｰラ, 67,小牧太, 1.7, 48,* -2, -14, 2,  2.8,①①①, 8,18, ウィルバｰフォｰス,---,和田竜, 2.0, 49,  -1,  -6, 7, 47.9, ⑤⑤, 8, 6,Ｊタムロブライアン, 59,幸英明, 0.8, 54,  -7,   6, 9, 28.0,⑤⑦⑧, 8,16,Ｏウインレックス, 63,熊沢重, 0.4, 76,  -1,  18,11, 40.5, ⑫⑩
 9, 2,Ｋヴァンタリエル, 47,幸英明, 1.7, 53, -12,   9, 7, 31.9,⑱⑭⑬, 9,10,Ｅマッキｰビｰナス, 51,野元昭, 2.0, 49,*  1,  -8, 5, 11.5, ③③, 9, 3,Ｌオｰスミタキオン, 58,柴山雄, 0.9, 56,  -8,   8, 6, 23.0,⑫⑪⑪, 9, 9,Ｎヒュｰマ, 66,松田大, 0.4, 75,   1,  17, 8, 25.3, ⑩⑫
10,11,Ｇロｰザムンディ, 52,藤岡康, 2.1, 39, -11,  -5,16,352.7,⑦⑪⑧,10, 9,Ｋクリフハンガｰ, 31,藤岡康, 2.0, 48, -12,   1,17,346.8, ⑬⑪,10, 1,Ｇシゲルイサイダカ, 65,吉田稔, 1.0, 48,* -6,   0, 7, 23.3,③③④,10, 5,Ｆフィレンツェ, 76,池添謙, 0.5, 77,  -6,* 21, 7, 17.7, ⑮⑭
