07年10月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 4R  芝3000m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■10R  芝1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,
10, 4,Ｊリバｰブレイブ, 10,郷原洋, 3.2, 30, -12, -20,10,194.4, ⑧⑩,10, 8, スルファｰ,,柴田未, 4.2,,,, 6, 18.5,⑧⑦⑧,10, 4,Ｊカｰデナルポイント, 59,吉田豊, 1.4, 54,  -1,  -1,11, 29.9, ⑧⑧,10, 8,Ｍゴｰジャスディナｰ, 75,村田一, 1.6, 55,   2,* -7,17,119.4,⑰⑱⑰
11, 5,Ｉオンワｰドフィｰル, 14,池田鉄, 3.4, 29, -12, -22,12,386.0, ⑧⑩,11, 2, ジャンピングスタｰ,,五十嵐, 4.6,,,,12, 91.9,⑧⑬⑬,11,12,Ｅヒシマイスタｰ, 65,柴田善, 1.5, 53,   2,  -6, 1,  3.9, ③③,11,11,Ｅマイネルバシリコス, 77,勝浦正, 1.7, 55,   9, -20, 4,  8.6,⑪⑩⑫
12, 3,Ｆカツヨリュウマ, 28,菊沢隆, 3.6, 27, -11, -26, 9,103.0, ⑧⑧,12, 9, スガノロイヤル,,沢昭典, 4.6,,,, 9, 33.0,⑭⑭⑭,12,13,Ｂメンバｰズボンド, 67,吉田隼, 1.6, 52,   1,  -5, 4,  9.1, ⑤⑤,12,17,Ｄムラマサノヨｰトｰ, 78,小林淳, 1.8, 55,   8, -18, 2,  6.5,⑬⑬⑭
,,,,,,,,,,,,13,11, レオブライト,,高野和, 4.7,,,,13, 99.5,⑫⑪⑪,13, 7,Ｍハリウッドボｰイ, 47,小林淳, 3.3, 40,  -7, -12,12, 66.3, ⑪⑫,13,12,Ｈカイシュウタキオン, 77,蛯名正, 2.1, 55,  13, -27, 6,  8.8,⑨⑧⑨
,,,,,,,,,,,,14,14, オレンジアロマ,,横山義, 4.8,,,, 3,  5.3,③⑦⑦,,,,,,,,,,,,,14,15,Ｌドクタｰグリム, 75,柴田善, 2.3, 50,   5, -22,14, 50.3,⑪⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ａアクレイム, 80,吉田隼, 2.5, 51,   5, -21,11, 30.0,⑮⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｉアップルサイダｰ, 76,小野次, 2.9, 47,  12, -42, 5,  8.8,④⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,Ｒサウスポｰル, 66,内田浩, 3.0, 44,* 27, -77,16, 55.8,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 2,Ｑソウゴン, 67,石神深, 4.4, 29,   8, -64,18,143.3,④⑥⑨
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:不良(指数:-8),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-15 馬場:不良(指数:10),,,,,,,,,,,
"単勝:220円 複勝:02=130円 09=270円 11=140円 枠連:1,080円",,,,,,,,,,,,"単勝:4,510円 複勝:01=910円 13=270円 10=800円 枠連:6,840円",,,,,,,,,,,,"単勝:970円 複勝:06=340円 08=190円 10=190円 枠連:1,860円",,,,,,,,,,,,"単勝:750円 複勝:04=320円 07=200円 05=490円 枠連:2,470円",,,,,,,,,,,
"馬連:1,150円 ワイド:02-09=550円 02-11=290円 09-11=830円",,,,,,,,,,,,"馬連:21,390円 ワイド:01-13=4,410円 01-10=8,460円 10-13=2,530円",,,,,,,,,,,,"馬連:2,900円 ワイド:06-08=1,080円 06-10=1,190円 08-10=520円",,,,,,,,,,,,"馬連:2,580円 ワイド:04-07=1,100円 04-05=2,560円 05-07=1,640円",,,,,,,,,,,
"馬単:2,090円 3連複:2,040円",,,,,,,,,,,,"馬単:56,500円 3連複:123,930円",,,,,,,,,,,,"馬単:5,710円 3連複:4,800円",,,,,,,,,,,,"馬単:5,950円 3連複:17,420円 3連単:100,000円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 5R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝2300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■11R  ダ1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京中日S杯武蔵野S ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａトップオブマジック, 56,吉田隼,, 69,   3,*  9, 2,  2.7, ⑧⑦, 1, 8, タケデンスキップ,---,伊藤直,, 57, -12,*  9,11, 60.7, ⑨⑨, 1, 1,Ｈゴｰルデンジュビリ, 62,小林淳,, 65,   6,*  0, 5, 11.4,⑧⑦⑥, 1, 6,Ｋエイシンロンバｰド, 75,吉田豊,, 80,*  3,  19, 9, 41.7, ①①
 2,10,Ｂインユアアｰムス, 48,後藤浩, 0.1, 67,   4,*  4, 1,  1.8, ⑥⑥, 2,11, ヨンハキッス,---,大庭和, 0.2, 55, -16,* 12,10, 33.9, ⑪⑪, 2, 6,Ｆジョイザラス, 65,北村宏, 0.2, 64,   9, -14, 7, 15.9,④④②, 2,10,Ｅワイルドワンダｰ, 86,蛯名正, 0.1, 83,   1,* 23, 1,  1.7, ⑥④
 3, 9,Ｆスズヨコジｰン, 37,小野次, 0.2, 67,   4,*  5, 7, 42.0, ⑥⑦, 3,10, リュウメイ,---,藤田伸, 0.4, 51,  -5,  -6, 2,  3.7, ③③, 3, 8,Ｄワキノパワｰ, 69,勝浦正, 0.5, 61,   7, -12, 3,  5.8,⑤⑤⑤, 3, 3,Ｂトｰセンブライト, 91,藤田伸, 0.3, 80,  -1,  21, 6, 17.0, ⑧⑦
 4, 5,Ｋモンテキング, 24,北村宏, 0.4, 64,   3,   3, 6, 34.4, ⑧⑦, 4, 6, スズシルフ,---,北村宏, 0.6, 48,  -6,  -8, 5, 17.6, ⑤⑤, 4, 9,Ｉマチカネフクノカミ, 55,吉田豊, 0.6, 60,* 10, -21, 2,  4.2,②②①, 4, 5,Ａフィｰルドルｰジュ, 94,横山典, 0.3, 88,  -5,* 28, 3,  8.3, ⑭⑭
 5, 8,Ｇマイネルナチュｰラ, 36,丸田恭, 0.7, 58,   5, -10, 9,106.2, ③③, 5, 4, ピッコレット,---,柴田善, 0.8, 45,* -3, -15, 1,  2.3, ①①, 5, 4,Ａキングオブチャド, 77,後藤浩, 0.7, 59,   4,* -6, 1,  2.5,⑨⑨⑨, 5, 4,Ｆイブロン, 84,後藤浩, 0.4, 76,   1,  18, 4,  9.9, ④④
 6, 7,Ｉジシンマンマン, 26,菊沢隆, 1.6, 50,   1, -10,10,128.1, ⑩⑩, 6, 7, レディｰチョウサン,---,横山典, 0.8, 46,  -9,  -6, 3,  6.9, ⑤⑥, 6,11,Ｇパルエクスプレス, 64,蛯名正, 0.9, 59,   7, -13, 6, 15.7,⑥⑥⑥, 6,14,Ｌカフェオリンポス, 75,柴田善, 0.6, 77,   1,  19, 8, 34.5, ⑥⑦
 7, 1,Ｈカレンナオンナ, 35,小林淳, 1.9, 45,  -2, -13, 8, 59.7, ⑪⑫, 7, 3, コパｰナ,---,蛯名正, 1.1, 42, -14,  -5, 8, 26.1, ⑩⑩, 7,10,Ｃデザフィオ, 70,吉田隼, 1.0, 56,   6, -15, 4,  8.3,⑦⑦⑥, 7, 1,Ｇビッググラス, 82,村田一, 0.8, 75,  -2,  20, 7, 17.3, ⑫⑪
 8,12,Ｄミカヅキカムイ, 44,柴田善, 2.0, 47,   8, -28, 4, 11.1, ③③, 8, 9, グッドウォｰカｰ,---,勝浦正, 1.1, 41,  -8, -12, 6, 18.1, ⑦⑥, 8, 7,Ｂマッシヴカイザｰ, 70,内田浩, 1.1, 56,* 10, -29, 8, 16.4,③②②, 8, 7,Ｊユノナゲット, 78,吉田隼, 1.2, 66,  -1,  13,10, 65.5, ⑧⑨
 9, 3,Ｌコウワスプラッシュ,  2,吉田豊, 2.1, 44,   1, -18,12,193.8, ⑫⑩, 9, 2, シタマチノビｰナス,---,吉田隼, 1.2, 40,  -9, -12, 9, 30.1, ⑦⑥, 9, 3,Ｋサンエルキャピタン, 48,小野次, 2.3, 50,   2, -20,10, 81.7,⑨⑩⑩, 9, 8,Ｃロングプライド, 88,河北通, 1.4, 65,  -2,  12, 2,  6.6, ⑧⑨
10, 4,Ｅマイネテオリア, 44,藤田伸, 2.2, 42,   6, -31, 5, 26.3, ③③,10, 5, クィｰンマザｰ,---,菊沢隆, 1.3, 38,* -4, -22, 7, 21.7, ②②,10, 2,Ｅタケデンシルヴァン, 65,村田一, 3.0, 45,  -2, -21, 9, 47.6,⑪⑪⑪,10,12,Ｎサイレンスボｰイ, 69,小野次, 1.7, 60,   1,   5,14,236.3, ④④
11, 6,Ｃラブエッセンス, 48,蛯名正, 2.3, 42,*  9, -37, 3, 10.4, ②②,11, 1, ビクトリｰクエスト,---,吉田豊, 2.5, 22,  -5, -38, 4,  7.9, ③③,11, 5,Ｊサンパレス, 51,田中剛, 6.3,-12,   9, ---,11, 96.2,①①④,11,11,Ｄシｰキングザベスト, 88,勝浦正, 1.7, 61,*  2,   5, 5, 15.6, ②③
12,11,Ｊベストカップル, 25,村田一, 4.9, 16,*  9, -76,11,151.1, ①①,,,,,,,,,,,,,,,,,,,,,,,,,12, 9,Ｉウイングシチｰ, 78,内田浩, 1.8, 59,*  2,   2,11,120.5, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｍアルドラゴン, 73,北村宏, 2.4, 56,  -2,   4,12,137.4, ⑧⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｈモンテタイウン, 79,小林淳, 2.5, 54,  -2,   2,13,177.6, ⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:重(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:不良(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:不良(指数:-8),,,,,,,,,,,
単勝:270円 複勝:02=110円 10=100円 09=350円 枠連:200円,,,,,,,,,,,,"単勝:6,070円 複勝:08=1,140円 11=670円 10=170円 枠連:2,050円",,,,,,,,,,,,"単勝:1,140円 複勝:01=330円 06=460円 08=220円 枠連:3,830円",,,,,,,,,,,,"単勝:4,170円 複勝:06=780円 10=120円 03=360円 枠連:530円",,,,,,,,,,,
馬連:210円 ワイド:02-10=140円 02-09=760円 09-10=470円,,,,,,,,,,,,"馬連:39,460円 ワイド:08-11=8,140円 08-10=2,950円 10-11=1,790円",,,,,,,,,,,,"馬連:7,070円 ワイド:01-06=1,990円 01-08=1,030円 06-08=1,320円",,,,,,,,,,,,"馬連:3,990円 ワイド:06-10=1,480円 03-06=5,490円 03-10=680円",,,,,,,,,,,
"馬単:570円 3連複:1,100円",,,,,,,,,,,,"馬単:91,210円 3連複:43,050円",,,,,,,,,,,,"馬単:13,620円 3連複:11,940円",,,,,,,,,,,,"馬単:12,850円 3連複:14,080円 3連単:134,410円",,,,,,,,,,,
■ 3R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.8,,,,,■ 6R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4.3,,,,,■ 9R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■12R  ダ2100m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,紅葉特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃヨシサプライズ, 54,吉田豊,, 77,   5,* 16, 1,  2.3, ④⑤, 1, 7,Ｈエプソムメサイア, 57,後藤浩,, 71, -13,* 20, 8, 31.6, ⑩⑩, 1, 3,Ｎショウワモダン, 70,勝浦正,, 73,  12,*  1, 5, 10.0, ⑥⑤, 1,15,Ａエスケｰカントリｰ, 85,菊沢隆,, 80,  -7,* 23, 1,  3.7,⑫⑧⑨
 2, 6,Ｅレッツゴｰヒチョリ, 50,吉田隼, 0.4, 72,   2,  15, 7, 18.2, ⑥⑦, 2, 1,Ｃグレｰスエポナ, 70,蛯名正, 0.3, 56,* -9,   8, 1,  2.8, ①①, 2,12,Ｄスズノオオゴン, 77,藤田伸, 0.2, 70,  12,  -4, 4,  8.3, ⑤⑤, 2, 4,Ｅマキバスマイル, 71,蛯名正, 0.2, 72,  -6,* 18, 6, 12.2,⑧⑧⑤
 3, 2,Ｈウォｰボネット, 31,村田一, 0.4, 72,   2,  15, 8, 20.9, ⑥⑦, 3, 2,Ｂブルｰポラリス, 72,北村宏, 0.4, 57,*-10,  10, 4,  9.1, ②③, 3, 4,Ｍヒカルダイヤモンド, 71,横山典, 0.3, 69,  10,*  0, 2,  3.8, ⑦⑦, 3, 9,Ｃマルブツクロス, 74,藤田伸, 0.5, 63,* -5,  12, 2,  4.5,②②②
 4, 4,Ｄホッカイディウ, 53,蛯名正, 0.5, 77,* 14,  -3, 5,  9.5, ②①, 4,10,Ｅレオシュガｰ, 64,小林久, 0.7, 57, -13,  12, 7, 31.0, ⑨⑨, 4, 7,Ｇクラウニングワｰク, 74,吉田豊, 0.4, 65,   6,* -1,10, 42.1, ⑬⑨, 4, 3,Ｄマイネルアワグラス, 71,柴田善, 0.9, 66,  -8,  15, 5, 10.6,⑫⑮⑨
 5, 3,Ｆダイワポｰラスタｰ, 47,北村宏, 0.6, 68,  -1,* 17, 4,  7.6, ⑩⑨, 5, 4,Ｊジョウノガｰベラ, 52,藤田伸, 0.8, 50,* -9,   4, 3,  5.3, ②②, 5,14,Ｌエアムｰトン, 72,後藤浩, 0.7, 65,   7,*  0, 9, 20.3, ⑬⑬, 5, 8,Ｌビｰビｰファング, 66,村田一, 0.9, 59,  -5,  10,15,126.8,⑤④⑤
 6, 5,Ａカワキタライジン, 57,後藤浩, 0.9, 67,   8,   0, 2,  4.3, ④③, 6, 3,Ａウェディングフジコ, 74,菊沢隆, 0.9, 50, -11,   5, 5, 10.2, ④⑤, 6, 5,Ｊワルキュｰレ, 73,吉田隼, 1.0, 62,* 16, -22, 8, 19.9, ②②, 6,12,Ｆアサクサムスタング, 71,横山典, 1.0, 62,  -7,  13, 7, 22.3,⑦⑧⑨
 7, 7,Ｂドリｰムラプチャｰ, 57,勝浦正, 1.2, 67,* 14, -14, 3,  6.0, ①②, 7, 5,Ｇヤマニンノベリスト, 57,勝浦正, 1.0, 49, -11,   5, 9, 44.0, ⑥⑤, 7, 8,Ｉケイアｰス, 73,蛯名正, 1.2, 59,  10, -13, 1,  3.7, ⑦⑦, 7,11,Ｍトｰセンゴライアス, 66,吉田隼, 1.1, 54,* -4,   5, 4,  6.1,①①①
 8, 1,Ｇヴァンリュミエｰル, 38,郷原洋, 1.3, 61,   4,  -1, 9, 61.3, ⑥⑤, 8, 8,Ｄロｰズオットｰ, 69,横山典, 1.2, 46,*-10,   1, 2,  3.0, ④③, 8, 2,Ｏキャントンガｰル, 69,丸田恭, 1.2, 57,* 14, -26,15,173.7, ②②, 8,10,Ｉトｰセンベルボｰイ, 69,吉田豊, 1.4, 52,  -5,   4,10, 35.3,⑤④④
 9, 8,Ｉスウェプトスルｰ, 22,藤田伸, 1.5, 58,   7, -10, 6, 18.1, ③③, 9, 6,Ｆサニｰラブカフェ, 62,吉永護, 1.6, 43, -11,  -1, 6, 17.6, ⑥⑤, 9, 9,Ｃエレアシチｰ, 78,小林淳, 1.2, 56,   4,  -6,14, 65.0, ⑮⑮, 9,16,Ｊナリタブラック, 68,内田浩, 1.6, 50,* -5,   1,11, 56.9,②②②
10, 9,Ｊクリノメンバｰワン, 17,小野次, 3.9, 31,  -1, -33,10,232.0, ⑨⑨,10, 9,Ｉジェネスタキオン, 56,吉田隼, 1.9, 41, -11,  -3,10, 76.9, ⑥⑤,10, 6,Ｂバルバレスコ, 79,吉永護, 1.3, 56,   8, -13,13, 56.0, ⑨⑨,10,13,Ｈバンドマスタｰ, 70,勝浦正, 1.7, 56,  -9,  11,12, 59.0,⑭⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,11,11,Ａシンボリハレｰ, 81,北村宏, 1.6, 54,   8, -17, 3,  6.8, ⑨⑨,11, 5,Ｏカブキメｰク, 63,北村宏, 1.8, 49,  -5,   1, 9, 32.0,②④⑤
,,,,,,,,,,,,,,,,,,,,,,,,12,10,Ｅヤナギムシ, 76,岩部純, 1.8, 49,   5, -18,12, 46.2, ⑫⑬,12, 7,Ｇシルクデュエリスト, 70,小林淳, 2.0, 50,  -8,   6, 8, 24.9,⑩⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｈダンシングボｰイ, 74,小野次, 2.0, 48,* 15, -40, 7, 18.0, ①①,13, 6,Ｋクリノダイマオｰ, 67,小野次, 2.0, 50,  -8,   6,13, 96.8,⑭⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｆマイネルパシオン, 75,田中剛, 2.0, 51,* 16, -36, 6, 10.5, ②②,14, 1,Ｎリュウゴｰルド, 65,浜野谷, 2.3, 47,  -7,   0,14,107.9,⑩⑪⑨
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｋユウタｰヴェｰル, 73,村田一, 2.2, 46,   7, -25,11, 44.6, ⑨⑨,15, 2,Ｐデルマジュピタｰ, 63,大庭和, 2.3, 47,  -8,   2,16,171.8,⑭⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｂスズノマグマ, 75,後藤浩, 3.9, 35,  -5, -20, 3,  4.8,⑧④⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:不良(指数:10),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:不良(指数:-8),,,,,,,,,,,
"単勝:230円 複勝:10=130円 06=340円 02=460円 枠連:1,850円",,,,,,,,,,,,"単勝:3,160円 複勝:07=680円 01=150円 02=200円 枠連:380円",,,,,,,,,,,,"単勝:1,000円 複勝:03=350円 12=250円 04=170円 枠連:2,330円",,,,,,,,,,,,"単勝:370円 複勝:15=160円 04=260円 09=160円 枠連:1,040円",,,,,,,,,,,
"馬連:1,760円 ワイド:06-10=610円 02-10=920円 02-06=2,200円",,,,,,,,,,,,"馬連:5,830円 ワイド:01-07=1,900円 02-07=2,690円 01-02=390円",,,,,,,,,,,,"馬連:4,480円 ワイド:03-12=1,400円 03-04=870円 04-12=700円",,,,,,,,,,,,"馬連:2,040円 ワイド:04-15=790円 09-15=380円 04-09=770円",,,,,,,,,,,
"馬単:2,410円 3連複:8,740円",,,,,,,,,,,,"馬単:16,420円 3連複:10,440円",,,,,,,,,,,,"馬単:9,130円 3連複:6,000円 3連単:47,080円",,,,,,,,,,,,"馬単:3,560円 3連複:2,550円 3連単:12,960円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
