07年11月17日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月17日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,霊山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂアラマサロビンソン, 54,中舘英,, 71,*  2,*  8, 2,  2.7, ①①, 1, 9,Ｃマキハタセンシブル, 60,高山太,, 60,  -2,*  4, 6, 27.1,⑫⑪⑦, 1, 5,Ｆショコラシチｰ, 66,太宰啓,, 80,   0,* 23, 3,  4.8,⑫⑫⑦, 1, 7,Ｈネヴァキングダム, 61,中舘英,, 79,* 12,   5, 2,  4.1,①①①
 2, 4,Ａシャドウランズ, 64,石橋脩, 0.7, 57,  -1,   0, 1,  1.7, ②②, 2, 8,Ｊギブミｰアチャンス, 50,津村明, 0.2, 60,   0,* -1,11,180.6,⑪⑨④, 2, 4,Ｅタニノウィンザｰ, 68,中舘英, 0.2, 76,   1,* 15, 1,  2.7,⑨⑨③, 2, 1,Ｅマイネルモデルノ, 66,津村明, 0.0, 79,   9,* 11, 3,  5.6,④③③
 3, 1,Ｅバブルシンフォニｰ, 45,太宰啓, 1.1, 50,  -5,  -3, 7, 56.1, ④④, 3, 5,Ｂフロｰルデセレッソ, 64,荻野琢, 0.4, 55,*  2,  -9, 3,  3.6,②②①, 3,11,Ｋコスミックブライト, 56,大野拓, 0.6, 67,*  4,   3, 9, 44.5,①①①, 3, 8,Ａゲットマイウェイ, 75,田中博, 0.1, 78,* 11,   7, 1,  2.5,②②②
 4, 2,Ｆセイウンリップル, 38,大野拓, 1.1, 49,  -7,  -2, 5, 19.9, ④④, 4, 7,Ｄヴィッテリア, 57,梶晃啓, 0.6, 55,   1,  -6, 8, 69.8,⑧⑥⑨, 4, 7,Ｄマイネルゴｰシュ, 69,土谷智, 0.7, 68,*  4,   4, 4, 10.6,④③③, 4, 5,Ｃエタｰナルスマイル, 68,伊藤直, 0.3, 75,   5,* 17, 6, 10.6,⑦⑥⑥
 5, 3,Ｉイントラストミｰ, 26,田辺裕, 1.4, 45,  -8,  -4, 9,163.9, ⑦⑥, 5,11,Ｅライトモｰション, 57,黛弘人, 0.6, 52,  -3,  -3,10,127.5,⑩⑪⑫, 5, 3,Ａアイアムザヒロイン, 71,丹内祐, 0.8, 66,*  5,   1, 7, 27.4,②②②, 5, 6,Ｂサインオブゴッド, 69,大野拓, 1.0, 68,  10,  -3, 4,  8.1,④③④
 6, 8,Ｄコスモスｰトラ, 45,的場勇, 1.5, 40,  -6, -10, 3, 10.8, ④⑥, 6, 2,Ｇジョウノガｰベラ, 56,石橋脩, 0.7, 54,   1,  -8, 1,  2.4,⑥⑥④, 6, 6,Ｂモエレコネクション, 71,津村明, 0.9, 68,   0,  10, 5, 10.7,⑩⑫⑨, 6, 4,Ｆニチリンタカラ, 62,芹沢純, 1.0, 68,* 10,  -5, 5,  9.9,③③④
 7, 5,Ｈチェリｰレインボｰ, 29,佐藤聖, 1.5, 43, -21,*  3, 6, 42.7, ⑩⑩, 7, 4,Ｉサムタイムレｰタｰ, 55,的場勇, 0.9, 51,   1, -10, 7, 32.4,⑥⑥⑨, 7, 1,Ｎケイコワンデイ, 49,田辺裕, 0.9, 67,   2,   3,12, 92.4,⑥⑦③, 7,10,Ｉドントビｰザウェイ, 56,上村洋, 1.7, 59,   2,   4, 9, 69.7,⑧⑧⑦
 8, 6,Ｃトキンナル, 48,津村明, 1.8, 40, -16,  -3, 4, 13.9, ⑧⑧, 8,12,Ａウメノカイウン, 64,大野拓, 1.0, 51,*  2, -13, 2,  3.0,②②②, 8, 2,Ｍステラフィランテ, 49,田中博, 1.4, 62,  -7,  11,10, 46.1,⑭⑭⑭, 8, 9,Ｄグランドメロｰ, 66,赤木高, 1.8, 59,   2,   2, 8, 49.0,⑨⑧⑦
 9,10,Ｇカシノマチャガ, 34,土谷智, 2.3, 32, -14, -12,10,215.2, ⑧⑧, 9, 1,Ｈフジノイチヒメ, 56,柄崎将, 1.0, 51,   0,  -8, 4, 15.4,⑨⑨⑨, 9,13,Ｌウインディｰアロｰ, 53,岩部純, 1.4, 61,   1,  -1,13,105.2,⑦⑨⑬, 9, 2,Ｊセイウンヒｰロｰ, 56,石橋脩, 3.7, 43,   2, -26, 7, 13.6,⑩⑧⑨
10, 9,Ｊラベルフィｰユ,  4,丹内祐, 2.7, 28,  -1, -30, 8,120.7, ②③,10, 3,Ｋカネツサンバ, 48,丹内祐, 1.4, 50,*  3, -17,12,216.4,②②②,10,10,Ｉホットカフェ, 62,吉永護, 1.5, 58,*  4,  -8, 8, 35.4,②③③,10, 3,Ｇエプソムベガ, 62,丹内祐, 5.8, 29,   4, -61,10,151.7,⑥⑦⑩
,,,,,,,,,,,,11,10,Ｆリカオｰナイン, 57,中舘英, 1.7, 47,   2, -18, 5, 21.6,⑤⑤⑦,11,12,Ｊミスタｰショウ, 60,黛弘人, 1.5, 55,   0,  -6,14,192.2,⑩⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,12, 6,Ｌダンツクラフト, 47,田中克, 3.5, 32,*  3, -41, 9, 84.0,①①④,12, 8,Ｃサウスグロｰリｰ, 70,宮崎北, 1.5, 55,   0,  -7, 2,  3.8,⑫⑦⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｇクラヴィｰア, 64,池崎祐, 1.8, 51,   1, -13, 6, 12.8,④③⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｈグッドヘラクレス, 64,梶晃啓, 2.8, 43,   3, -26,11, 51.8,⑦③⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:3),,,,,,,,,,,
単勝:270円 複勝:07=120円 04=100円 01=370円 枠連:160円,,,,,,,,,,,,"単勝:2,710円 複勝:09=360円 08=2,070円 05=160円 枠連:7,310円",,,,,,,,,,,,単勝:480円 複勝:05=180円 04=170円 11=860円 枠連:410円,,,,,,,,,,,,単勝:410円 複勝:07=130円 01=150円 08=120円 枠連:420円,,,,,,,,,,,
馬連:220円 ワイド:04-07=130円 01-07=740円 01-04=530円,,,,,,,,,,,,"馬連:121,910円 ワイド:08-09=24,110円 05-09=920円 05-08=7,020円",,,,,,,,,,,,"馬連:630円 ワイド:04-05=290円 05-11=2,420円 04-11=1,740円",,,,,,,,,,,,"馬連:1,180円 ワイド:01-07=350円 07-08=230円 01-08=240円",,,,,,,,,,,
"馬単:570円 3連複:1,200円",,,,,,,,,,,,"馬単:280,670円 3連複:156,860円",,,,,,,,,,,,"馬単:1,220円 3連複:7,620円",,,,,,,,,,,,"馬単:2,030円 3連複:790円 3連単:6,170円",,,,,,,,,,,
■ 2R  ダ1700m 2 歳新馬 馬齢,,,,,,,,,,,,■ 5R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■11R  ダ1150m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秋保特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11, サクセスブロッケン,---,中舘英,, 73,*-12,* 18, 2,  3.5,①①①, 1, 3,Ｂキャッチｰタイトル, 74,中舘英,, 89,  -4,* 31, 1,  2.2,④⑤③, 1,13,Ａリンガスファｰスト, 70,上村洋,, 63,* -4,  10, 2,  3.6,②②②, 1, 6,Ａロｰレルウェルシュ, 76,赤木高,, 72,*  8,   7, 3,  5.5, ①①
 2, 8, クリノコブオｰ,---,古川吉, 3.1, 36, -16,  -5, 4, 17.1,⑩⑦④, 2, 7,Ｄマイネコンテッサ, 69,赤木高, 0.7, 67,* -3,  17, 2,  3.8,⑤③③, 2,11,Ｄニュｰスブレイク, 63,石橋脩, 0.2, 65,  -6,* 13, 9, 22.2,⑨⑧⑥, 2, 8,Ｍベルモントリボン, 60,丹内祐, 0.4, 74,  -9,* 18,14, 42.8, ⑮⑮
 3, 6, マルサンチｰフ,---,芹沢純, 3.7, 30,*-13, -16, 3,  7.9,③②②, 3,12,Ｈメイショウカレン, 61,上野翔, 0.9, 67,  -5,  19, 7, 21.4,⑦⑥⑤, 3, 3,Ｋサｰユウジｰン, 54,大下智, 0.2, 59,  -6,   8,14,158.4,②④③, 3,10,Ｅポｰトラヴ, 67,津村明, 0.4, 70,   0,  11, 2,  4.3, ⑨⑧
