07年 6月16日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 6月16日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■10R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｆマイネルドナｰル, 44,秋山真,, 55,  -5,*  0, 3, 12.8,⑧⑥⑥, 1,15,Ａアドマイヤカイト, 61,横山典,, 73, -17,* 26, 1,  2.3,③⑥④, 1, 2,Ｉメジロタｰキッシュ, 54,勝浦正,, 72,* 10,  -1, 8, 36.7, ②②, 1, 3,Ａマチカネゲンジ, 74,藤田伸,, 72,  -3,* 16, 1,  2.8,⑦⑧⑨
 2, 7,Ａマルブツフラッシュ, 62,藤田伸, 0.2, 54,* -3,  -6, 1,  1.4,①①①, 2,11,Ｈタイガｰマスク, 46,藤田伸, 0.3, 57,*-15,  17, 2,  4.5,③②②, 2, 6,Ａコペルニクス, 64,藤田伸, 0.2, 64,   2,*  3, 1,  2.1, ⑧④, 2,12,Ｂチョウカイサンデｰ, 73,安藤勝, 0.1, 66,  -2,  11, 2,  3.4,⑨⑥③
 3,10,Ｄマイネルガンツ, 45,長谷川, 0.4, 52,  -5,  -5, 4, 18.7,④④②, 3,14,Ｍグランプリジョニｰ, 41,藤岡佑, 0.6, 49,*-15,  12,10, 41.1,①②①, 3, 3,Ｄフジヤマスウィｰプ, 62,池添謙, 0.2, 66,   7,   0, 5, 11.4, ③③, 3,13,Ｄサインオブゴッド, 71,横山典, 0.1, 65,  -2,  10, 4,  8.1,④④③
 4, 8,Ｈサクラヴェロｰチェ, 42,伊藤直, 0.5, 51,  -5,  -6, 9, 67.1,⑤④⑤, 4,12,Ｉメゾマライズ, 44,池添謙, 0.7, 52, -17,  15, 9, 27.2,⑥⑥⑥, 4,12,Ｋダイナミックタｰン, 52,小林徹, 0.5, 57,  -6,*  5, 2,  5.5, ⑩⑪, 4,10,Ｅボトムフィッシャｰ, 67,柴山雄, 0.1, 67,  -3,  12,10, 54.6,⑦⑧⑥
 5,13,Ｊトｰアミッシェル, 41,田中博, 0.5, 49,* -5,  -9, 5, 26.7,③②②, 5, 7,Ｅアントラン, 49,黛弘人, 0.7, 54, -21,* 18, 7, 19.9,⑤⑩⑨, 5, 4,Ｅリトルホｰプ, 59,藤岡佑, 1.0, 54,   3,  -7, 7, 24.1, ⑤⑥, 5,11,Ｉミスタｰシｰザ, 64,長谷川, 0.2, 71,  -4,* 14, 6, 14.3,⑫⑪⑥
 6, 9,Ｃエクスハイタッチ, 46,柴山雄, 0.6, 51,* -3,  -9, 6, 34.7,②②②, 6, 4,Ｂウェｰブクイｰン, 59,北村友, 0.7, 59, -21,* 20, 6, 16.3,⑪⑬⑨, 6, 9,Ｈヨシブリザｰド, 55,柴山雄, 1.0, 51,  -6,  -1,11, 83.2, ⑩⑨, 6, 1,Ｌメジロスパイダｰ, 60,菊沢隆, 0.4, 67,  -6,* 14,13, 79.9,⑬⑬⑪
 7, 5,Ｂナリタチャレンジ, 57,北村友, 0.8, 46,  -8,* -5, 2,  3.9,⑫⑪⑪, 7, 6,Ｃオｰバｰカムオｰル, 56,塚田祥, 0.9, 51, -19,  16, 3,  4.8,⑥⑩⑨, 7, 8,Ｂエクストラシチｰ, 63,北村友, 1.1, 48,  -1,  -7, 3,  6.0, ⑨⑨, 7, 2,Ｇケイエスシンケイト, 66,勝浦正, 0.4, 59,  -2,   5, 8, 34.7,④④⑤
 8,11,Ｉタイトルマン, 41,勝浦正, 1.0, 46,  -7,  -7,11, 95.1,⑩⑧⑦, 8,10,Ｆプライムシチｰ, 49,柴原央, 1.2, 41, -17,   9, 8, 26.7,⑮⑧⑤, 8,10,Ｆテイエムヤマサクラ, 58,田中博, 1.2, 49,   2, -10, 9, 40.4, ⑤⑥, 8, 5,Ｋトｰセンアダン, 61,四位洋, 0.4, 56,*  0,   0, 9, 48.5,③②②
 9, 3,Ｌスナｰクヨシムネ, 36,鈴来直, 1.1, 45,  -7,  -8,13,175.9,⑥⑧⑦, 9,16,Ｄタガノワンダｰ, 52,秋山真, 1.4, 38,*-15,   0, 5, 15.3,②②②, 9, 7,Ｃフレンチムスメ, 63,塚田祥, 1.2, 48,  -7,  -3, 6, 18.2, ⑩⑪, 9, 6,Ｊシルキｰフレンド, 64,木幡初, 0.6, 63,  -6,  12,11, 68.5,⑨⑭⑭
10, 6,Ｅツｰシック, 45,小林徹, 1.4, 43,  -8,  -8,10, 67.3,⑬⑫⑪,10, 3,Ｇオｰシンブルドッグ, 47,田中博, 1.5, 40, -23,  12,13,107.2,⑭⑮⑮,10, 5,Ｊムソウ, 54,横山典, 1.2, 53,   5, -10,10, 67.8, ③④,10, 8,Ｈマヤノテンザン, 66,小林徹, 0.7, 59,  -5,   8,12, 72.1,⑪⑫⑫
11, 2,Ｇトｰワコジｰン, 43,芹沢純, 1.4, 42,  -9,  -7, 8, 54.5,⑧⑫⑬,11, 5,Ｎムｰンライアン, 37,梶晃啓, 1.5, 40, -20,  11,16,411.2,⑧⑬⑭,11, 1,Ｇパレスワｰルド, 55,田嶋翔, 1.9, 53,* 11, -21, 4,  6.2, ①①,11,14,Ｃマイネルビジュｰ, 72,津村明, 0.8, 52,* -1,  -6, 3,  6.0,②①①
12,12,Ｋシルクインスパイア, 40,郷原洋, 2.2, 37,  -6, -20,12,100.3,⑦⑦⑨,12, 8,Ｌラｰドロジュノｰ, 42,四位洋, 1.5, 36, -16,   2,14,131.5,⑫⑤⑦,12,11,Ｌシルクフラッグ, 47,長谷川, 1.9, 44,   4, -16,12, 86.7, ⑤⑥,12, 9,Ｆノボワｰルド, 67,塚田祥, 0.9, 53,  -3,   2, 5,  9.9,⑬⑧⑥
13, 1,Ｍスズコマンダｰ, 35,津村明, 4.1, 24,  -7, -37, 7, 52.0,⑩⑧⑩,13, 1,Ｐタｰブルロンド, 26,勝浦正, 2.1, 33, -19,  -1, 4, 15.2,⑧⑩⑬,,,,,,,,,,,,,13, 4,Ｍアグネスマクシマム, 58,松田大, 1.2, 48,  -3,  -6, 7, 29.5,④⑥⑫
,,,,,,,,,,,,14,13,Ｋポｰトムテキ, 42,津村明, 2.8, 11, -17, -15,12, 70.6,⑧⑧⑨,,,,,,,,,,,,,14, 7,Ｎカシマワンダｰ, 45,藤岡佑, 3.9,-64,*  0, -52,14,205.7,①②⑨
,,,,,,,,,,,,15, 9,Ｊピサノアキヅキ, 44,松田大, 2.9,-14,*-15, -22,15,208.8,⑯①⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 2,Ｏサンバリズム, 36,木幡初, 3.7,-22, -21, -19,11, 64.5,⑬⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-7),,,,,,,,,,,
"単勝:1,280円 複勝:04=220円 07=100円 10=370円 枠連:160円",,,,,,,,,,,,単勝:230円 複勝:15=140円 11=200円 14=820円 枠連:410円,,,,,,,,,,,,"単勝:3,670円 複勝:02=570円 06=140円 03=270円 枠連:4,000円",,,,,,,,,,,,単勝:280円 複勝:03=120円 12=150円 13=210円 枠連:320円,,,,,,,,,,,
"馬連:720円 ワイド:04-07=360円 04-10=1,420円 07-10=510円",,,,,,,,,,,,"馬連:780円 ワイド:11-15=390円 14-15=1,920円 11-14=4,880円",,,,,,,,,,,,"馬連:4,100円 ワイド:02-06=1,390円 02-03=3,520円 03-06=510円",,,,,,,,,,,,馬連:520円 ワイド:03-12=220円 03-13=440円 12-13=600円,,,,,,,,,,,
"馬単:2,700円 3連複:2,730円",,,,,,,,,,,,"馬単:1,130円 3連複:10,190円",,,,,,,,,,,,"馬単:11,090円 3連複:10,330円",,,,,,,,,,,,"馬単:930円 3連複:1,340円 3連単:3,960円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■ 5R  芝1000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVh杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, ナムラフランキｰ,---,小林徹,, 71,*  6,*  3, 5, 19.0, ①①, 1, 7, アイリスモレア,---,横山典,, 64,* -5,*  4, 2,  3.2, ②②, 1, 2,Ｂラピッドオレンジ, 70,藤田伸,, 74,* -1,* 14, 1,  2.1,①①①, 1,10,Ａラッシュライフ, 81,四位洋,, 84,  10,  11, 1,  1.8, ⑤③
 2,10,Ａレディアｰティスト, 60,藤田伸, 0.3, 67,*  4,*  1, 1,  1.5, ②②, 2, 5, イｰサンディｰバ,---,安藤勝, 0.1, 60,* -2,   1, 4,  6.5, ①①, 2, 6,Ｆタバスコムスメ, 61,武幸四, 0.4, 72,  -3,* 14, 3,  6.5,④⑥⑤, 2, 2,Ｂサララ, 74,勝浦正, 0.0, 83,   2,* 19, 5, 15.9, ⑨⑦
 3, 9,Ｃスマｰトフォルム, 48,吉田豊, 1.3, 54,  -7,  -2, 2,  4.7, ⑥⑥, 3, 6, ワイルドエキサイト,---,藤田伸, 0.5, 51,  -9,   0, 1,  2.6, ④③, 3,13,Ｋウグイスジョウ, 56,長谷川, 0.4, 69,* -2,  11, 7, 20.5,④②②, 3,11,Ｆナンヨｰノサガ, 70,池添謙, 0.2, 81,   9,  10, 7, 21.2, ⑥⑤
