07年 3月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.6,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あざみ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｈケイアイスキャット, 41,中舘英,, 62,*  4,   0, 4, 14.4, ①①, 1, 8,Ｃタマモモダンタイム, 55,石橋脩,, 59,*-13,* 13, 3,  4.5,⑧③③, 1, 8,Ｂメイショウオオナミ, 65,田中克,, 56,* -1,  -5, 1,  2.2,③④②, 1, 5,Ａベッラレイア, 73,秋山真,, 88,  -9,* 30, 1,  1.7,⑮⑮⑫
 2,11,Ｂカシノダンク, 56,和田竜, 0.0, 63,*  1,   2, 1,  2.0, ②②, 2, 7,Ｂフェザｰケｰプ, 59,鮫島良, 0.0, 56,*-13,* 11, 1,  2.8,②③③, 2, 3,Ａチェリｰロビン, 66,高橋亮, 0.0, 58,  -1,  -1, 2,  2.6,⑥⑦⑦, 2, 1,Ｍクリムゾンベガ, 50,塚田祥, 0.3, 78,  -7,* 22, 3, 10.2,⑫⑬⑩
 3, 4,Ｃカリスマダンディｰ, 54,塚田祥, 0.2, 60,  -5,*  2, 3,  5.6, ④④, 3,13,Ａホｰマングラッパ, 62,北村友, 0.2, 50,*-15,   8, 2,  4.0,④③③, 3,12,Ｊブルｰアイガｰ, 53,古川吉, 0.1, 57,  -2,*  0, 6, 25.1,⑭⑧⑦, 3,11,Ｂザレマ, 72,赤木高, 0.5, 61,* -2,   9, 2,  3.2,③③②
 4,10,Ｋアドマイヤチャチャ, 37,柴原央, 0.4, 58,  -9,*  4,12,156.9, ⑧⑦, 4, 9,Ｄヒエン, 53,芹沢純, 0.4, 46,*-11,   4, 4,  7.9,②②②, 4, 2,Ｄタムロブライアン, 59,幸英明, 0.2, 57,*  0,  -5, 3,  6.9,③④④, 4,10,Ｅエｰティｰボス, 62,幸英明, 0.6, 58,*  0,   4, 6, 29.7,②②②
 5, 8,Ａヤエノアカハチ, 58,北村友, 0.7, 51, -13,*  1, 2,  3.7, ⑨⑨, 5, 2,Ｆマイネルデネブ, 51,菊沢隆, 0.5, 50, -14,   9, 5,  8.2,⑤⑥⑥, 5,11,Ｃホｰネットアｰミｰ, 63,石橋脩, 0.3, 55,  -4,*  1, 4, 14.1,⑬⑪⑦, 5,13,Ｌブラックシャンツェ, 50,石橋脩, 0.6, 61,  -3,   9, 8, 42.8,⑥④④
 6, 2,Ｉクロスベンハｰ, 41,鮫島良, 0.9, 51, -13,   0, 7, 22.7, ⑨⑤, 6,11, ボランタス,---,中舘英, 0.6, 49, -15,   9, 6, 20.2,⑪⑥⑦, 6, 7,Ｉアサクサスコット, 54,スボリ, 0.4, 55,  -2,  -3,10, 91.9,⑦⑧⑦, 6, 9,Ｄワイルドイリｰガル, 66,太宰啓, 0.7, 56,*  0,   1, 4, 15.2,①①①
 7,12,Ｌタカラジャイアンツ, 33,佐藤聖, 0.9, 46,  -2,  -8,10, 58.3, ②②, 7, 6, ヒカリベルサイユ,---,幸英明, 0.6, 53, -16,* 12,12,115.7,⑬⑪⑪, 7, 9,Ｅロングエンパイヤ, 58,河北通, 0.5, 53,  -4,*  0, 5, 14.9,⑩⑪⑫, 7,14,Ｊラブカｰナ, 56,菊沢隆, 0.8, 60,  -5,  10,10, 63.0,⑨⑨⑧
 8, 1, エクストラシチｰ,---,幸英明, 1.3, 45, -17,   0, 8, 44.7, ⑬⑫, 8, 4,Ｋサンデイルック, 43,西田雄, 0.7, 52, -17,* 12,14,194.2,⑫⑫⑪, 8,10,Ｋスペクタクル, 52,北村友, 1.4, 45,*  0, -20, 7, 31.2,②②①, 8, 7,Ｈケイアイマイスキｰ, 58,中舘英, 0.8, 60,  -5,  10, 7, 29.7,⑬⑨⑧
 9, 9,Ｄナリタトパｰズ, 46,河北通, 1.3, 45, -18,   1, 6, 19.2, ⑭⑭, 9, 1,Ｉエネルクルｰ, 44,田辺裕, 0.9, 41, -14,   3, 7, 35.1,⑨⑥⑦, 9, 4,Ｌミラクルカフェ, 51,塚田祥, 1.4, 45,  -4, -11,12,141.9,⑧⑩⑪, 9, 8,Ｎアサティスボｰイ, 47,西田雄, 1.0, 54,  -3,   4,15,308.6,⑦⑥④
10, 7,Ｇシゲルアリガトウ, 41,田中克, 1.4, 40, -13,  -6, 9, 51.9, ⑨⑨,10,10,Ｊコパノアグリグロ, 44,佐藤聖, 1.0, 40, -19,   5,10, 74.9,⑤⑫⑪,10, 1,Ｇシゲルダイノウカイ, 54,赤木高, 2.1, 41,  -5, -13, 9, 89.6,⑫⑬⑭,10, 2,Ｇリリアンタイム, 59,スボリ, 1.0, 54,  -3,   2, 9, 54.9,③④④
11, 6,Ｍメイショウフォンテ, 29,芹沢純, 1.6, 40, -12,  -7,14,191.9, ⑨⑫,11,14,Ｅエｰブサフロン, 51,塚田祥, 1.0, 38, -15,   0, 8, 42.3,⑦⑥⑦,11, 6,Ｆシｰクルｰザｰ, 55,大下智, 2.4, 37,* -1, -29, 8, 64.3,③②④,11, 4,Ｉトｰセンアｰチャｰ, 57,鮫島良, 1.1, 56,  -6,   9, 5, 28.8,⑭⑬⑫
12,13,Ｆマホロバ, 43,藤岡康, 1.7, 36,  -7, -13,11, 69.4, ⑤⑦,12, 3,Ｇマルマツフェロｰ, 50,柄崎将, 1.2, 39,*-11,  -9,13,139.2,①①①,12,14,Ｍクインリボｰ, 45,鈴来直, 2.5, 39,*  0, -27,14,444.4,⑨④④,12,15,Ｃエリモサリュｰト, 68,田嶋翔, 1.1, 53,  -3,   3,11, 67.5,⑦⑥④
13, 3,Ｅロｰズマルトク, 45,飯田祐, 1.7, 38,  -6, -12, 5, 18.6, ⑤⑤,13,12,Ｍメルシｰマック, 15,武英智, 1.6, 34, -18,   1,16,422.6,⑮⑭⑭,13,13,Ｈツルガオカアサヒ, 54,菊沢隆, 2.7, 36,  -6, -19,11,113.0,⑪⑬⑬,13, 6,Ｋメジャｰオブラヴ, 55,和田竜, 1.3, 51,  -6,   4,12,124.7,⑨⑨⑫
14, 5,Ｊカシノマキバオｰ, 40,大下智, 2.1, 32,  -9, -16,13,180.2, ⑤⑨,14, 5,Ｈマヤノスザク, 49,大下智, 1.7, 32, -22,   2,11, 89.8,⑬⑯⑭,14, 5,Ｎトウショウソング, 40,小林久, 5.0, 23,*  2, -53,13,280.2,①①②,14,12,Ｆマイネルカｰロ, 60,藤岡康, 1.5, 49,  -3,  -4,13,231.8,⑤⑥⑩
,,,,,,,,,,,,15,15, チェスナットマン,---,高橋亮, 2.1, 31, -14, -15, 9, 52.5,⑨⑥⑦,,,,,,,,,,,,,15, 3,Ｏドキュメント, 32,穂苅寿, 2.8, 36,  -5, -20,14,240.7,⑨⑨⑫
,,,,,,,,,,,,16,16,Ｌプレッセル, 28,二本柳, 2.6, 28, -19, -11,15,275.6,⑮⑮⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,440円 複勝:14=340円 11=110円 04=170円 枠連:990円",,,,,,,,,,,,単勝:450円 複勝:08=150円 07=130円 13=160円 枠連:800円,,,,,,,,,,,,単勝:220円 複勝:08=120円 03=130円 12=280円 枠連:290円,,,,,,,,,,,,単勝:170円 複勝:05=100円 01=160円 11=120円 枠連:690円,,,,,,,,,,,
"馬連:1,470円 ワイド:11-14=640円 04-14=1,280円 04-11=320円",,,,,,,,,,,,馬連:680円 ワイド:07-08=260円 08-13=380円 07-13=300円,,,,,,,,,,,,馬連:250円 ワイド:03-08=170円 08-12=840円 03-12=590円,,,,,,,,,,,,馬連:710円 ワイド:01-05=240円 05-11=140円 01-11=380円,,,,,,,,,,,
"馬単:4,190円 3連複:2,760円",,,,,,,,,,,,"馬単:1,480円 3連複:830円",,,,,,,,,,,,"馬単:650円 3連複:1,670円",,,,,,,,,,,,"馬単:840円 3連複:590円 3連単:2,600円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 5R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,,■ 8R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,,■11R  芝1200m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鈴鹿特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄシンボリブラｰムス, 48,中舘英,, 65,  -4,*  9, 5,  8.0,⑥④④, 1,14,Ｌノｰストピア, 57,和田竜,, 69,  -2,*  9, 8, 16.9,⑤④④, 1,10,Ｍサインオブゴッド, 60,石橋脩,, 71,   9,  -1, 6, 15.8,⑥⑤②, 1,13,Ｅタニノロｰゼ, 72,鮫島良,, 79,* 13,   7, 6, 10.6, ①①
 2,12,Ａヤマノブルｰグラス, 54,北村友, 0.3, 59,* -3,*  1, 1,  2.5,③②②, 2, 8,Ｊスズカフロｰラ, 57,芹沢純, 0.0, 68,* -1,*  8, 9, 25.2,③③②, 2, 7,Ｈノｰプロブレム, 63,野元昭, 0.0, 70,   8,   1, 3,  5.3,③⑥⑤, 2,11,Ｃラブハｰト, 76,菊沢隆, 0.4, 76,   2,* 12, 3,  7.1, ⑦⑤
 3, 6,Ｂマヤノバルトｰク, 53,浜中俊, 0.7, 56,* -3,  -3, 6, 12.3,②②②, 3, 6,Ｃブロｰオブサンダｰ, 61,中舘英, 0.4, 61,*  0,   3, 2,  3.3,②②①, 3,12,Ｄエイシンルンナ, 69,スボリ, 0.1, 68,   8,  -1, 2,  4.9,⑥⑥⑤, 3,10,Ｉナイススマｰトワン, 67,柴原央, 0.6, 74,  -6,* 16,11, 64.2, ⑬⑫
 4, 5,Ｃドンアドヴァイタ, 50,塚田祥, 0.7, 57,* -2,  -3, 4,  6.6,①①①, 4, 9,Ｂエイダイタカラブネ, 62,二本柳, 0.7, 65,  -6,* 10, 1,  2.5,⑬⑭⑭, 4, 1,Ａエイシンシテンノｰ, 72,中舘英, 0.2, 69,* 12, -11, 1,  2.8,①①①, 4, 5,Ｄタイキミュｰズ, 75,田嶋翔, 0.6, 70,   3,   7, 4,  8.8, ⑦⑤
 5,14,Ｆハギノエントラｰタ, 45,スボリ, 1.5, 53,  -7,   0, 2,  5.5,⑬⑨⑧, 5,10,Ｐプリンセスデザｰト, 50,塚田祥, 0.8, 57,  -3,   2,16,172.6,⑥④④, 5,14,Ｆワンダフルキャスト, 68,藤岡康, 0.3, 62,   4,  -2, 9, 21.8,⑪⑨⑨, 5, 4,Ａキルシュワッサｰ, 78,幸英明, 0.7, 69,   1,   9, 1,  3.3, ⑨⑧
 6, 1,Ｊドンマイ, 39,河北通, 1.7, 51,  -5,  -5,11, 61.4,⑪⑦⑦, 6,12,Ｎメイショウマボンヌ, 54,幸英明, 0.9, 58,  -3,   3,14, 78.9,⑦⑦⑦, 6, 9,Ｅマックスチャンプ, 69,塚田祥, 0.3, 66,   7,  -5, 8, 18.0,⑨⑥②, 6,15,Ｊチェリｰフォレスト, 67,和田竜, 0.8, 63,* 12,  -3, 7, 12.6, ②②
 7, 3,Ｅテイエムアタック, 48,中村将, 1.8, 48,  -5, -10, 3,  5.9,⑤④④, 7,13,Ａパレスレディｰ, 65,浜中俊, 1.1, 54,  -6,   2,10, 27.5,⑪⑪⑪, 7, 5,Ｊウイドｰハンタｰ, 61,幸英明, 0.4, 65,   2,*  8, 5, 13.7,⑬⑮⑭, 7, 6,Ｌタガノメガミ, 63,塚田祥, 0.9, 65,  -1,   7,13,109.0, ⑩⑧
 8, 9,Ｋキｰライセンス, 34,太宰啓, 2.5, 45,  -7, -10, 9, 42.8,⑧⑨⑪, 8,15,Ｅビバロングライフ, 59,河北通, 1.1, 57,  -4,   3, 5, 15.2,⑬⑧⑦, 8, 3,Ｌスズカボｰイ, 60,中村将, 0.6, 60,   3,  -1,11, 44.1,⑪⑫⑭, 8, 9,Ｂマンテンハット, 77,菊地昇, 1.0, 60,   8,  -4, 5,  9.8, ③③
 9,11,Ｇメイショウオウサム, 41,飯田祐, 2.5, 45,  -7, -10,10, 55.7,⑪⑨⑩, 9, 1,Ｆコスモキャンディス, 59,佐藤聖, 1.1, 51,  -3,  -3, 4, 14.2,③④④, 9,11,Ｎロングヘラクレス, 59,田嶋翔, 0.6, 63,*  9, -12,15, 82.5,③②②, 9, 3,Ｈスリｰキュｰト, 68,武英智, 1.0, 66,  -8,* 12,10, 44.9, ⑬⑭
10, 2,Ｌクィｰンチェリｰ,  5,高橋亮, 2.9, 42,  -9, -10,12, 78.9,⑩⑫⑪,10, 3,Ｋオグリシルク, 57,菊地昇, 1.2, 55,  -4,   1,13, 76.1,⑨⑧⑨,10, 8,Ｂダンツサクラ, 71,北村友, 0.7, 58,   3,  -6, 4, 12.5,⑨⑨⑪,10, 2,Ｆタイクロｰサ, 72,芹沢純, 1.2, 60,  -5,   6, 8, 25.0, ⑫⑫
11,13,Ｈオｰナｰドリｰム, 41,荻野琢, 2.9, 38,  -5, -21,13,120.8,③④⑥,11,11,Ｇグッドバニラ, 59,スボリ, 1.2, 55,  -4,   2, 7, 16.1,⑨⑧⑨,11,13,Ｋユキノボｰイ, 61,田中克, 0.7, 58,   2,  -3,10, 23.4,⑬⑫⑪,11, 8,Ｍツルミトゥインクル, 61,太宰啓, 1.2, 57,   5,  -3, 9, 41.8, ⑥⑧
12, 7, ケイアイハイプレス,---,菊沢隆, 3.1, 40,  -8, -12, 8, 32.0,⑬⑫⑬,12, 5,Ｄショウナンバラｰド, 60,石橋脩, 1.5, 56,  -8,   5, 6, 15.3,⑯⑮⑮,12,16,Ｐティリブルティｰト, 50,鮫島良, 0.9, 59,*  9, -17,12, 49.0,②②⑤,12,14,Ｇナチュラルメイク, 71,中舘英, 1.2, 56,   7,  -5, 2,  3.5, ⑤⑤
13,10,Ｉタガノカリスマ, 39,田中克, 3.3, 35,  -7, -21,14,283.9,⑧⑦⑧,13, 2,Ｈサンゴノウミヲ, 58,鮫島良, 1.7, 47,* -1, -11, 3, 11.2,①①②,13,15,Ｉスカイノミツキ, 62,荻野琢, 1.1, 54,   1,  -6,14, 67.4,⑮⑮⑯,13,12,Ｏオンワｰドミシェル, 54,西田雄, 1.3, 56,  -1,   1,16,343.0, ⑩⑧
14, 4,Ｍスリｰプレイヤｰ,-80,鮫島良, 4.0, 33, -14, -13, 7, 25.9,⑦⑭⑭,14,16,Ｏレオソレイユ, 53,嘉藤貴, 1.8, 48,  -5,  -3,15,169.8,⑪⑪⑪,14, 4,Ｃバブルエスティｰム, 70,宮崎北, 1.2, 52,   1,  -9, 7, 17.9,⑮⑫⑨,14, 1,Ｋキョウワノスタｰ, 66,野元昭, 1.3, 62, -14,* 13,12, 71.5, ⑮⑮
,,,,,,,,,,,,15, 4,Ｍアライブシチｰ, 55,田辺裕, 2.0, 49,  -8,   1,12, 72.1,⑮⑮⑯,15, 2,Ｏスリｰエリシオ, 56,浜中俊, 1.3, 51,   3, -15,16,181.3,⑧⑨⑪,15,16,Ｐシアトルビュｰティ, 51,スボリ, 1.7, 49,   8, -15,14,139.5, ③③
