07年 4月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 4R  芝3100m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■10R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,石和特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａラウンドダンス, 52,藤田伸,, 57, -11,*  6, 1,  2.1, ⑤④, 1,10, ミヤビペルセウス,,穂苅寿,,,,, 7, 18.0,③①①, 1,14,Ｂビッグポパイ, 66,藤田伸,, 78,* -2,* 18, 1,  4.0, ①①, 1,16,Ｈモリノミヤコ, 70,柴山雄,, 74,  13,* -2, 7, 18.3,⑦⑦⑧
 2, 1, サルンガ,---,松岡正, 0.2, 62, -16,* 11, 8, 38.4, ⑬⑫, 2,14, オンワｰドタイタン,,横山義, 1.4,,,, 2,  4.0,⑧⑤⑤, 2,11,Ｆストロングラムダ, 61,北村宏, 1.0, 64,  -5,  11, 8, 20.9, ④④, 2,14,Ｇヤナギムシ, 71,岩部純, 0.1, 73,* 16, -10,12, 65.7,③③③
 3,12,Ｂクロフネマンボ, 47,江田照, 0.6, 45,* -9,  -3, 3,  5.1, ②②, 3, 5, キタサンブシドウ,,浜野谷, 2.2,,,, 5, 10.5,⑥④④, 3, 2,Ｃグランプリペガサス, 64,後藤浩, 1.0, 69, -10,* 17, 2,  4.7, ⑫⑨, 3,12,Ｅミュｰジックホｰク, 71,真島大, 0.2, 72,  15,  -9,11, 57.2,③⑤⑥
 4,10,Ｄグランドアムｰル, 47,武豊  , 0.8, 43,*-10,  -4, 4,  9.5, ②②, 4,11, ダイタクアルビン,,西谷誠, 2.6,,,, 3,  4.3,⑦⑦⑦, 4,12,Ｄテンザンモビｰル, 63,吉田豊, 1.2, 67, -10,* 16, 3,  5.0, ⑨⑫, 4,10,Ｃナスノフィオナ, 73,田中勝, 0.2, 71,  12,* -2, 5, 14.9,⑩⑩⑩
 5, 4,Ｅチノハテマデモ, 45,千葉直, 0.9, 43, -14,  -1, 9, 59.3, ⑨⑧, 5, 6, ビジネスサイクル,,宗像徹, 2.7,,,, 9, 36.1,⑨⑨⑦, 5,13,Ｅトｰホウカウンタｰ, 62,菊沢隆, 1.2, 60,* -3,   7, 5,  7.2, ②②, 5, 8,Ｋミスティックリバｰ, 68,武豊  , 0.3, 71,  14,  -8, 2, 10.1,⑦⑦⑧
 6, 6,Ｃサクラブルｰム, 47,蛯名正, 1.5, 38, -14,  -5, 7, 20.5, ⑨⑧, 6, 2, リキアイガイセン,,沢昭典, 3.1,,,,14,224.0,⑬⑬⑫, 6, 5,Ｇエイシンハンコック, 60,福永祐, 1.2, 68, -11,* 17, 6,  8.6, ⑮⑫, 6,15,Ｍタマモダンディ, 65,後藤浩, 0.4, 69,  13,  -7,14, 99.0,⑫⑩⑩
 7,13,Ｉロｰザヴィｰ, 38,高橋智, 1.5, 38, -14,  -5,11,220.2, ⑨⑧, 7, 7, ベストグランチャ,,五十嵐, 3.1,,,, 1,  3.1,③③②, 7, 3,Ａユウタｰジパング, 67,蛯名正, 1.3, 60,  -5,   8, 4,  6.7, ④④, 7, 4,Ｂゴｰルデンミシエロ, 75,武幸四, 0.5, 68,  11,  -5, 8, 20.4,⑭⑭⑬
 8, 7,Ｆビュｰティブロンド, 44,横山典, 1.5, 37, -13,  -7, 2,  4.8, ⑦⑦, 8, 3, メイショウオオナミ,,嘉堂信, 3.5,,,, 6, 15.3,②⑦⑨, 8,15,Ｈセルジュｰク, 59,松岡正, 1.6, 56,* -3,   4, 9, 43.0, ②②, 8, 7,Ａアイリッシュホｰク, 77,横山典, 0.5, 67,  10,* -4, 1,  1.6,⑫⑬⑬
 9, 2,Ｇマルサンサプライズ, 44,北村宏, 1.8, 35, -11, -12,10, 77.8, ⑤④, 9, 8, オンワｰドヒリュウ,,田中剛, 4.1,,,, 4, 10.0,①②②, 9, 7,Ｊデュｰクトｰゴｰ, 51,小林淳, 1.9, 55,  -9,   8,10,116.6, ⑨⑨, 9, 3,Ｆフェスティヴナイト, 71,福永祐, 0.6, 67,  15, -15, 3, 13.1,⑦⑦⑥
10, 5, ラブリｰシャイン,---,吉田豊, 2.0, 35, -17,  -5, 6, 18.7, ⑫⑬,10,12, ニシノジュエリｰ,,山本康, 4.4,,,,12, 53.3,⑪⑩⑨,10,16,Ｌキｰプコンセプト, 43,津村明, 2.3, 50,  -7,   2,12,243.9, ⑨⑥,10,11,Ｉニシノフリｰダム, 69,柴田善, 0.9, 63,   9,  -7, 9, 24.9,⑭⑮⑮
11, 9,Ｈウェディングフジコ, 38,菊沢隆, 2.3, 34, -11, -17, 5, 10.6, ②④,11, 1, ドゥｰワンズベスト,,金子光, 4.6,,,,13,116.5,③⑤⑥,11,10,Ｏコウギョウヘイロｰ, 30,石神深, 3.3, 42, -13,   0,14,279.1, ⑯⑯,11, 2,Ｊサクラマジェスティ, 68,蛯名正, 1.0, 64,* 17, -24, 4, 13.1,⑤⑤③
12, 8,Ｊシアワセノカゼ, 36,大庭和, 2.8, 31, -14, -17,12,233.2, ⑦⑪,12, 9, リネンメイン,,南田雅, 5.6,,,,11, 52.0,⑪⑩⑪,12, 4,Ｎロンシャンブリｰズ, 35,横山義, 3.7, 42, -11,  -7,16,347.2, ⑬⑫,12,13,Ｏセプタｰレイン, 63,北村宏, 1.1, 62,* 16, -26, 6, 16.7,①③③
13, 3,Ｋジュエリｰチェリｰ, 29,田中剛, 3.0, 18,* -8, -28,13,405.3, ①①,13, 4, コスモグラッチェ,,平沢健, 6.2,,,, 8, 25.8,⑭⑭⑭,13, 9,Ｍカワキタイグアス, 35,江田照, 3.8, 42, -11,  -8,11,227.6, ⑬⑫,13, 5,Ｌマイネルスパｰクル, 68,津村明, 1.4, 59,  13, -22,16,150.2,⑩⑩⑩
,,,,,,,,,,,,14,13, ビｰマイプリンス,,大庭和, 8.4,,,,10, 49.9,⑨⑫⑬,14, 6,Ｐラインハルト, 26,穂苅寿, 3.9, 42,  -8, -13,15,301.4, ⑦⑥,14, 9,Ｄマイネルスカット, 72,菊沢隆, 1.4, 60,* 18, -33,10, 35.1,②①①
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｉアルスヴィド, 52,横山典, 3.9, 42,  -8, -13, 7, 10.9, ④⑥,15, 1,Ｐトゥｰエニワン, 54,江田照, 1.8, 54,   9, -21,15,111.4,⑯⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｋワンダｰデビル, 47,伊藤直, 4.2, 36,  -9, -15,13,268.8, ⑦⑨,16, 6,Ｎモエレフェニックス, 63,松岡正, 1.9, 53,* 17, -40,13, 72.6,⑤②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-4),,,,,,,,,,,
"単勝:210円 複勝:11=110円 01=570円 12=170円 枠連:3,180円",,,,,,,,,,,,"単勝:1,800円 複勝:10=410円 14=170円 05=260円 枠連:2,570円",,,,,,,,,,,,単勝:400円 複勝:14=160円 11=530円 02=180円 枠連:490円,,,,,,,,,,,,"単勝:1,830円 複勝:16=560円 14=1,520円 12=1,670円 枠連:5,100円",,,,,,,,,,,
