07年 2月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.5,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あすなろ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｇマコトジンライ, 35,北村友,, 60,*  2,* -4,10, 50.5, ①①, 1,18,Ａメトロシュタイン, 61,和田竜,, 63,  -3,*  8, 1,  1.9,⑦⑧④, 1, 3,Ｃサンデｰスウィｰプ, 65,藤岡佑,, 71,  -6,* 14, 6, 12.7,⑪⑨⑨, 1, 5,Ｊワンダｰスティｰヴ, 38,塚田祥,, 62,*-11,  18, 9, 41.3,①①①
 2,10,Ａカシマミキティ, 51,高山太, 0.4, 56,*  2,  -5, 1,  3.0, ②②, 2,14,Ｂマイネルファヴｰル, 58,高橋智, 0.1, 61,  -1,*  3, 4,  8.7,⑩③②, 2, 8,Ｆメイショウオオナミ, 63,田中克, 0.3, 59,  -4,   5, 3,  6.5,⑤⑤③, 2, 9,Ａオｰトドラゴン, 71,渡辺薫, 0.1, 70, -14,* 24, 5, 11.3,⑧⑦⑤
 3,11,Ｂレインボｰルシファ, 50,池田鉄, 0.6, 53,  -1,  -5, 2,  3.9, ③③, 3,12,Ｉバンブｰソクラテス, 48,小牧太, 0.2, 60,*  1,  -3, 2,  6.5,②①①, 3,11,Ａダノンシャトル, 70,北村友, 0.4, 55,* -3,   1, 1,  2.3,②②①, 3, 7,Ｅラブカｰナ, 61,菊沢隆, 0.4, 61, -14,  20, 7, 14.9,⑧⑦⑦
 4, 6,Ｄフォｰユアスマイル, 43,鮫島良, 0.9, 48,  -8,  -5, 5, 10.7, ⑦⑥, 4, 5,Ｆヒエン, 49,大野拓, 0.4, 56,*  0,  -7, 6, 15.0,①②②, 4, 9,Ｅツルマルフェロｰ, 64,小牧太, 0.6, 60,  -5,   7, 2,  4.8,⑨⑦④, 4,10,Ｃエｰティｰボス, 68,藤岡佑, 0.6, 49,*-11,  11, 3,  6.5,②②②
 5,14,Ｊテンジンミサキオｰ, 14,大野拓, 1.0, 47, -12,* -4,12,107.6, ⑨⑧, 5, 3,Ｌドリｰムフライト, 44,西田雄, 0.5, 57,  -3,*  1,13, 94.4,⑬⑧④, 5, 7,Ｌブルｰアイガｰ, 51,古川吉, 0.6, 65,  -7,* 11,12,121.7,⑮⑭⑪, 5, 8,Ｄディｰプスピリット, 64,スボリ, 0.6, 52, -13,  14, 1,  2.5,⑤⑤②
 6, 9,Ｅイエロｰファイト, 42,中舘英, 1.1, 46,  -5,  -8, 4,  6.8, ④④, 6,15,Ｎマッキｰサムソン, 39,渡辺薫, 0.7, 54,  -4,   0,14,224.1,⑩⑫⑫, 6,10,Ｄクラッシックベル, 64,川島信, 0.6, 56,* -1,   1, 8, 33.8,②①②, 6, 2,Ｇマイネルグラナｰテ, 60,田中博, 0.8, 52, -15,  15,10, 43.3,⑦⑦⑧
 7,12,Ｆボンバｰヘッド, 39,野元昭, 1.1, 46,  -8,  -6, 9, 33.7, ⑦⑧, 7, 4,Ｃグランドメロｰ, 57,田辺裕, 0.7, 55,  -4,  -1, 5, 13.7,⑯⑫⑧, 7, 5,Ｉロｰレルハンバｰバ, 60,大野拓, 0.6, 57,  -4,   4,11, 63.8,⑤⑤④, 7, 1,Ｂエｰシンサｰフィン, 70,和田竜, 0.9, 46, -13,   9, 8, 26.8,⑤⑤⑤
 8, 8,Ｃダンツクラフト, 43,田中克, 1.2, 43, -14,  -6, 3,  5.4, ⑨⑧, 8,11,Ｅロリンザｰユｰザｰ, 53,スボリ, 0.8, 53,* -1,  -9, 7, 16.1,③③④, 8, 2,Ｂアイファｰドラゴン, 66,西田雄, 0.8, 59,  -6,   7, 5, 11.8,⑭⑨⑨, 8, 3,Ｈショウリュウアクト, 57,中舘英, 1.4, 42,*-11,  -1, 2,  4.0,②②②
