07年11月25日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月25日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃマジックモｰメント, 41,的場勇,, 62,*  2,* -1, 1,  1.7, ①①, 1, 6,Ｂプティマカロン, 50,田嶋翔,, 52, -15,*  7, 3,  7.1,④④③, 1, 9,Ｆホｰネットアｰミｰ, 59,丹内祐,, 64, -15,* 20, 7, 20.2,⑩⑨⑧, 1, 3,Ｂロｰレルアクシス, 66,安藤光,, 67,* -4,  12, 3,  4.5,②②②
 2, 6,Ａミステリアスバイオ, 48,上村洋, 0.7, 52,*  1,  -6, 2,  2.9, ②②, 2, 7,Ｃハｰマジェスティ, 46,小林慎, 0.2, 47, -15,   4, 4, 10.0,④④⑥, 2, 5,Ａアドミラビリス, 67,浜中俊, 0.1, 50,*-11,   8, 4,  7.2,⑦②②, 2, 2,Ｆマルブツフラッシュ, 57,中舘英, 0.0, 65,* -3,  10, 2,  3.9,①①①
 3, 1,Ｄメイショウアｰチャ, 39,津村明, 1.4, 42,   0, -13, 4, 12.9, ③③, 3, 3,Ａロｰザブランカ, 60,上村洋, 0.2, 51, -17,*  7, 1,  1.7,⑦⑦⑦, 3, 3,Ｋトワイライトワルツ, 50,田中博, 0.2, 62, -17,* 20, 8, 21.5,⑪⑪⑪, 3, 4,Ｃショウナンラノビア, 66,上村洋, 0.0, 69,* -4,* 14, 4,  4.5,③②②
 4,10,Ｆドンダケｰ, 36,田中博, 1.5, 42, -28,*  3, 6, 24.3, ⑨⑧, 4,10,Ｇマジヤバｰイ, 32,北村浩, 0.6, 36,*-13,  -7, 7, 45.7,②②②, 4, 1,Ｂアルタントプチ, 66,的場勇, 0.2, 49,*-10,   7, 1,  3.3,①①①, 4, 8,Ａトウカイフラッグ, 66,赤木高, 0.6, 66,  -8,* 15, 1,  2.3,⑦⑦⑤
 5, 5,Ｂメイショウアｰリｰ, 43,芹沢純, 1.8, 37, -11,  -9, 3,  9.1, ⑤⑤, 5, 4,Ｌスティングマリｰ,-37,津村明, 0.6, 47, -20,*  7,10,107.6,⑨⑨⑦, 5, 4,Ｉマチカネオオバン, 53,中舘英, 0.4, 50, -10,   8, 5,  9.2,③②④, 5, 7,Ｄマイティｰバッカス, 59,藤岡康, 1.3, 53,  -6,   5, 5, 13.6,⑤⑤⑤
 6,11,Ｅカシノデンシロ, 37,浜中俊, 1.9, 34, -18,  -9, 8, 60.0, ⑥⑥, 6, 1,Ｉブリｰズヘイロｰ, 26,藤岡康, 0.6, 33,*-13, -12, 8, 60.1,①①①, 6,11,Ｈアリスマティック, 55,赤木高, 0.4, 55, -14,  15,11, 62.7,⑨⑨⑧, 6, 6,Ｈマルチヒット, 56,田辺裕, 1.3, 52,  -5,   3, 7, 72.9,⑤④④
 7, 8,Ｊユｰリカランチ, 16,石橋脩, 1.9, 36,  -3, -16, 7, 54.5, ④③, 7, 5,Ｄリアルタイム, 42,田中健, 0.9, 30, -17,  -8, 9, 62.9,④④③, 7, 7,Ｃクンダリｰニ, 63,上村洋, 0.5, 50, -11,   9, 3,  5.3,⑤⑤⑤, 7, 1,Ｅレオアライブ, 58,津村明, 1.7, 51,  -8,   5, 8, 75.4,⑧⑦⑦
 8, 3,Ｋスズカバラッド,-67,藤岡康, 2.4, 28, -29,  -7, 5, 21.8, ⑨⑩, 8,11,Ｊオｰロラストｰム, 18,石橋脩, 1.0, 35, -19,   0, 6, 40.8,⑩⑨⑨, 8, 6,Ｄメイショウエンジン, 61,中村将, 0.8, 44,*-11,   2, 2,  3.3,③②②,,,,,,,,,,,,
