07年 3月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2500m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,
 9, 2,Ｉクロカンブッシュ, 31,松岡正, 2.2, 34, -13, -10, 9,131.0,⑪⑭⑭, 9, 5, シャコｰバニラ,,植野貴, 3.5,,,, 8, 36.9,⑨⑩⑩, 9, 8,Ｉムｰヴスタｰ, 51,田辺裕, 7.7,-41,   6, ---, 9, 59.3,⑤⑤⑨, 9, 4,Ｌコスモインペリアル, 62,戸崎圭, 1.5, 70,  13,  -7,11,185.1,⑦⑥⑥
10,15,Ｄラストアラシ, 43,小野次, 3.8, 25,  -4, -41,12,381.9,⑤③⑥,10,11, マイネルマキシマム,,江田勇, 3.6,,,,12,159.2,⑥⑦⑧,,,,,,,,,,,,,10, 5,Ｆマルタカハｰモニｰ, 73,小林淳, 1.7, 68,  12,  -8, 6, 27.4,⑦⑧⑥
11,13,Ｈスガノウラン, 37,千葉直, 4.0, 24, -14, -29,15,523.1,⑬⑭⑮,11, 8, スガｰペンタイア,,菊池憲, 3.9,,,,14,365.2,②④⑤,,,,,,,,,,,,,11,11,Ｅトｰセンテンショウ, 75,和田竜, 2.3, 62,* 15, -23,12,223.3,③③④
12,12,Ｍアタゴナンバｰワン,-23,村田一, 4.1, 25, -11, -31,13,389.0,⑫⑫⑫,12, 9, マイネルイディオス,,平沢健, 7.6,,,,11, 61.9,⑫⑫⑫,,,,,,,,,,,,,12, 8,Ｇジョｰスマイル, 72,柴山雄, 2.7, 58,  10, -18, 8, 32.3,⑪⑪⑩
13, 8,Ｊマイネルティｰダ, 30,田中博, 4.1, 23, -12, -33, 8,107.7,⑨⑫⑫,13, 7, セイユウミルキｰ,,矢原洋,16.3,,,,13,195.6,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
14,10,Ｅフサイチジャスパｰ, 42,藤田伸, 4.3, 24,  -9, -36, 2,  8.2,⑬⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 4, ヴィンテｰジ,---,勝浦正, 5.3, 18,  -9, -46, 5, 42.4,⑧⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:7),,,,,,,,,,,
単勝:110円 複勝:03=100円 06=220円 01=290円 枠連:360円,,,,,,,,,,,,"単勝:550円 複勝:06=300円 01=1,430円 12=200円 枠連:11,760円",,,,,,,,,,,,単勝:210円 複勝:02=100円 04=120円 07=110円 枠連:410円,,,,,,,,,,,,単勝:500円 複勝:01=150円 09=140円 02=120円 枠連:880円,,,,,,,,,,,
"馬連:600円 ワイド:03-06=330円 01-03=440円 01-06=1,750円",,,,,,,,,,,,"馬連:18,500円 ワイド:01-06=4,910円 06-12=950円 01-12=3,530円",,,,,,,,,,,,馬連:490円 ワイド:02-04=180円 02-07=140円 04-07=250円,,,,,,,,,,,,"馬連:1,090円 ワイド:01-09=390円 01-02=300円 02-09=240円",,,,,,,,,,,
"馬単:650円 3連複:2,320円",,,,,,,,,,,,"馬単:31,550円 3連複:38,950円",,,,,,,,,,,,馬単:740円 3連複:320円,,,,,,,,,,,,"馬単:2,230円 3連複:820円 3連単:6,380円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.8,,,,,■ 5R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.9,,,,,■11R  ダ1800m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾏｰﾁｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａオｰデンセ, 51,津村明,, 54,  -8,* -1, 6, 11.6, ④④, 1, 4,Ｃピュアｰフレｰム, 61,津村明,, 74,*  3,* 10, 3,  5.8,①①①, 1, 8,Ｂフロイデタンツェン, 62,藤田伸,, 71,* -1,*  9, 1,  2.1, ②②, 1,15,Ｂクワイエットデイ, 86,角田晃,, 90,  13,* 16, 9, 19.1,⑮⑬⑦
 2,10,Ｄコアレスハリケｰン, 48,勝浦正, 0.0, 53,* -7,  -2, 2,  4.4, ②②, 2, 3,Ｄヒシポラリス, 60,鮫島良, 0.2, 71,   1,*  9, 5, 12.8,②②②, 2, 3,Ａリンクスクイン, 66,北村宏, 0.3, 67,  -4,*  8, 2,  2.8, ④⑤, 2, 5,Ｆトｰセンブライト, 84,藤田伸, 0.2, 89,  16,  10, 8, 17.6,⑥⑤⑥
 3, 7,Ｇギルティストライク, 44,藤田伸, 0.2, 50,* -7,  -4, 5,  6.8, ②②, 3, 1,Ｇコメンテｰタｰ, 49,柴山雄, 0.8, 67,   1,   6, 7, 14.1,⑦⑥⑥, 3, 5,Ｅストｰムシャドウ, 53,安藤光, 0.5, 62,*  0,   3, 3,  4.6, ①①, 3,16,Ｄヒカルウイッシュ, 85,北村宏, 0.2, 87,  13,* 16, 4,  9.7,⑭⑬⑩
 4,13,Ｂセｰフアズロック, 49,松岡正, 0.5, 45,* -5,  -9, 3,  4.4, ①①, 4, 7,Ｆピサノシェンロン, 55,北村宏, 1.5, 62,   2,  -2, 4,  5.9,⑥②③, 4, 7,Ｃクリノジャンファン, 57,武士沢, 0.5, 64,  -4,   7, 4, 18.7, ⑥⑤, 4, 7,Ａツムジカゼ, 89,鮫島良, 0.6, 84,  14,   9, 3,  8.4,⑫⑧⑦
 5,12, ノｰバディノｰズ,---,蛯名正, 0.7, 44, -10,  -6, 4,  6.7, ⑤⑥, 5, 5,Ａテスタロッサ, 64,勝浦正, 1.7, 60,   1,  -3, 1,  2.6,④⑥⑥, 5, 4,Ｆニホンピロコテツ, 51,塚田祥, 0.7, 60,  -6,   6, 7, 59.4, ⑦⑤, 5, 2,Ｏカイトヒルウインド, 61,津村明, 0.9, 83,  14,   6,15,142.9,⑪⑧③
 6, 8,Ｆアルファトミｰ, 45,池田鉄, 0.8, 46, -18,*  0, 9, 94.3, ⑨⑧, 6, 6,Ｂニシノテンカ, 62,藤田伸, 1.9, 59,   2,  -6, 2,  3.4,④②③, 6, 2,Ｉスナｰクコンコルド, 38,戸崎圭, 1.0, 58,  -8,   5, 9, 86.1, ⑧⑧, 6, 4,Ｈマルブツリｰド, 83,安藤光, 0.9, 82,  16,   3,10, 19.5,⑧⑤③
 7,11,Ｊキタサントウリョウ, 33,武士沢, 1.2, 42, -22,*  0,13,273.7, ⑪⑪, 7, 2,Ｅプライドイズハｰト, 58,松岡正, 2.2, 56,*  2, -10, 6, 13.4,②②③, 7, 9,Ｄスプリングベルン, 55,石橋脩, 1.1, 57,  -9,   5, 6, 33.8, ⑨⑨, 7, 3,Ｅトラストジュゲム, 85,松岡正, 1.0, 82,* 17,  -1, 2,  4.6,②②②
 8, 6,Ｃサチノスカイライン, 49,小野次, 1.2, 37,  -9, -11, 1,  3.0, ⑤④, 8, 8,Ｈフォｰジドアックス, 44,高山太, 3.8, 44,   0, -20, 8,125.1,⑦⑧⑧, 8, 6,Ｇリネンミサイル, 45,南田雅, 1.3, 52,* -1,  -3,10, 92.1, ②②, 8, 6,Ｍクｰリンガｰ, 71,和田竜, 1.1, 84,* 17,   2, 5,  9.7,④③③
 9, 3,Ｋビッグセンチュリｰ, 30,田辺裕, 2.0, 30, -17, -12,16,309.0, ⑨⑧,,,,,,,,,,,,, 9, 1,Ｋトミケンパシオン, 26,柴山雄, 1.3, 52,  -2,  -3, 5, 20.6, ④④, 9,13,Ｊビッググラス, 81,村田一, 1.2, 81,  14,   6, 1,  3.3,⑬⑬⑩
10, 9,Ｉメイサｰティｰス, 33,北村宏, 2.5, 26, -21, -13,15,299.0, ⑪⑬,,,,,,,,,,,,,10,10,Ｈジラソｰレ, 43,江田照, 1.7, 49, -11,   1, 8, 72.2, ⑩⑨,10,14,Ｎヒシハイグレｰド, 62,菊沢隆, 1.9, 75,* 17, -10,12, 38.0,①①①
11, 1,Ｈスマスタトッキｰ, 40,田中博, 2.6, 22, -31,  -8,12,260.4, ⑭⑭,,,,,,,,,,,,,11,11,Ｊハクリュウヤマフジ, 36,千葉直, 2.7, 35, -17,  -6,11,392.1, ⑪⑪,11,11,Ｉオｰガストバイオ, 83,勝浦正, 1.9, 74,  14,  -3, 7, 13.3,⑨⑧⑩
12, 5,Ｅファストソニック, 47,塚田祥, 2.8, 21, -11, -27, 7, 25.3, ⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,,12,10,Ｌヤマタケゴｰルデン, 72,柴山雄, 3.3, 63,  13, -16,14,125.7,⑨⑫⑭
13, 4,Ｌオンワｰドドｰタｰ, 19,郷原洋, 3.2, 20, -22, -19,11,237.0, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｃスナｰクファルコン, 86,石橋脩, 3.4, 62,  15, -21, 6, 13.0,⑥⑤⑩
14,15, フォｰリアキング,---,小林淳, 3.7, 14, -30, -16,14,294.3, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,14, 1, シｰチャリオット,---,戸崎圭, 4.2, 58,  14, -25,11, 23.3,④⑧⑭
15, 2,Ｍキｰトゥザホｰプ, 12,柴山雄, 4.4,-36, -14, -38,10,181.7, ⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｋテイエムプリキュア, 75,大野拓, 4.7, 54,* 16, -35,13, 46.5,③③⑦
16,14, モｰニンググロｰリ,---,大野拓, 7.4,-42, -69, -18, 8, 72.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-1),,,,,,,,,,,
"単勝:1,160円 複勝:16=260円 10=160円 07=200円 枠連:2,210円",,,,,,,,,,,,単勝:580円 複勝:04=190円 03=350円 01=340円 枠連:0円,,,,,,,,,,,,単勝:210円 複勝:08=100円 03=100円 05=130円 枠連:270円,,,,,,,,,,,,"単勝:1,910円 複勝:15=550円 05=510円 16=300円 枠連:1,770円",,,,,,,,,,,
"馬連:2,160円 ワイド:10-16=590円 07-16=760円 07-10=400円",,,,,,,,,,,,"馬連:2,700円 ワイド:03-04=910円 01-04=1,030円 01-03=1,240円",,,,,,,,,,,,馬連:260円 ワイド:03-08=130円 05-08=170円 03-05=200円,,,,,,,,,,,,"馬連:15,680円 ワイド:05-15=3,710円 15-16=2,540円 05-16=2,210円",,,,,,,,,,,
"馬単:5,170円 3連複:3,330円",,,,,,,,,,,,"馬単:4,580円 3連複:8,890円",,,,,,,,,,,,馬単:430円 3連複:310円,,,,,,,,,,,,"馬単:33,620円 3連複:40,560円 3連単:306,630円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,,■ 6R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.3,,,,,■ 9R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■12R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,富里特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｆオメガグッドラック, 53,蛯名正,, 66,   4,   0, 1,  2.4,⑧⑧⑥, 1,10,Ｂモルトグランデ, 70,蛯名正,, 73,*  4,   9, 1,  2.0, ③③, 1, 2,Ｄリスキｰアフェア, 72,蛯名正,, 79,*  2,  19, 1,  3.1,①①①, 1, 2,Ｂタイキシルバｰ, 80,大野拓,, 82,  12,*  9,13, 53.1, ⑥②
 2, 4,Ａコスモリリｰ, 59,柴山雄, 0.0, 67,*  7,  -6, 6, 17.8,②②①, 2, 5,Ａエイワンキセキ, 79,鮫島良, 0.4, 70, -11,* 16, 3,  6.0, ⑫⑫, 2,10,Ｇマルブツクロス, 68,大野拓, 0.0, 82,*  1,* 22, 6, 14.9,⑦④③, 2, 4,Ｌレオハスラｰ, 68,村田一, 0.0, 81,  10,* 13,14, 93.9, ⑪⑦
 3, 1,Ｅウェンブリｰ, 53,北村宏, 0.1, 65,*  5,  -3, 4,  9.6,⑤⑤④, 3,11,Ｅダイワエンパイア, 66,北村宏, 0.4, 64,   2,   4, 2,  4.4, ③③, 3, 6,Ｆカネマサデュｰク, 68,北村宏, 0.2, 81,  -1,* 22,10, 32.1,⑪⑧⑤, 3,12,Ａプレミアムボックス, 84,田辺裕, 0.3, 79,  13,   6, 1,  3.2, ⑥⑦
 4, 5,Ｃチャイニｰズフレア, 54,藤田伸, 0.1, 65,*  5,  -3, 3,  4.4,⑤⑤④, 4, 9,Ｇコアレスレｰサｰ, 62,柴山雄, 0.5, 68,  -9,* 13, 6, 21.3, ⑪⑨, 4, 4,Ｅキングトップガン, 70,松岡正, 0.3, 76,*  1,  18, 4, 13.2,③②②, 4,10,Ｊブライティアミラ, 69,江田照, 0.4, 81,* 18,   0, 7, 19.3, ①①
 5,12,Ｉスペシャルウィッチ, 35,吉田豊, 0.3, 62,  -1,*  8, 5, 17.4,⑭⑮⑬, 5, 8,Ｄクインズプレイヤｰ, 67,小林淳, 0.5, 63,  -1,   6, 4,  9.3, ⑥⑤, 5, 1,Ａブラックランナｰ, 81,吉田豊, 0.4, 79,  -1,* 22, 3,  4.5,⑦⑧⑦, 5, 9,Ｈナイトアットオペラ, 70,津村明, 0.5, 70,   5,* 10, 3,  5.0, ⑭⑮
 6,16,Ｄコスモビｰトアウト, 53,田中博, 0.4, 58,  -1,*  0, 7, 49.8,⑫⑫⑩, 6,12,Ｃニシノクイック, 69,田辺裕, 0.7, 59,   0,   1, 5,  9.3, ⑤⑤, 6, 7,Ｂスズノマグマ, 73,藤田伸, 0.4, 77,   0,  20, 2,  3.5,⑤⑥⑤, 6,11,Ｃゴｰルドクラウン, 78,石橋脩, 0.6, 75,  13,   1, 2,  3.2, ⑥②
 7,14,Ｂヒカルダイヤモンド, 56,松岡正, 0.5, 61,*  5, -10, 2,  3.4,④④③, 7, 6,Ｈエレメンタルソング, 61,松岡正, 0.7, 62,  -8,   9, 7, 34.4, ⑨⑨, 7, 5,Ｋオｰスミダイケン, 66,柴山雄, 0.6, 79,  -3,* 22, 7, 19.5,⑪⑫⑩, 7,15,Ｏマイネルガッチャ, 61,田中剛, 0.7, 73,  13,   0,15,183.8, ⑥⑦
 8,15,Ｈマイスイｰトハｰト, 39,津村明, 0.7, 59,  -1,*  2,10,127.6,⑯⑮⑩, 8, 1,Ｆウインクルウィナｰ, 65,津村明, 0.8, 59,  -8,   7, 9, 43.2, ⑨⑨, 8, 9,Ｃランタナ, 72,塚田祥, 0.7, 75,  -2,  19, 5, 13.3,⑦⑪⑩, 8, 8,Ｉスイｰトハビタット, 70,蛯名正, 0.7, 67,   2,* 10, 9, 29.1, ⑯⑮
 9,11,Ｎファインスマイル, 22,江田照, 0.9, 56,   3, -10, 8, 60.7,⑨⑨⑧, 9, 3,Ｌクｰルスｰペリア, 32,安藤光, 1.0, 53,*  5,  -8,11,191.9, ②②, 9,12,Ｊシャコｰミリオン, 67,戸崎圭, 0.8, 70,   0,  15,11, 35.4,⑤④⑦, 9, 7,Ｎスピンオフ, 66,松岡正, 0.8, 68,   9,   3,12, 43.8, ⑪⑫
10, 2,Ｇウエスタンファイン, 42,郷原洋, 1.0, 56,*  7, -22, 9,105.1,①①②,10, 2,Ｋブラックマンバ, 46,中谷雄, 1.1, 52,*  7, -11,10,152.3, ①①,10, 3,Ｉナカヤマスナイパｰ, 68,木幡初, 0.8, 71,   0,  16, 8, 22.5,③⑥⑦,10, 1,Ｆサウンドスピリット, 75,鮫島良, 0.8, 64,   4,   5, 4, 14.4, ⑭⑫
11,13,Ｊクイｰンオブザメイ, 35,菊沢隆, 1.1, 53,  -3,   0,12,154.4,⑯⑰⑰,11,13,Ｉソウレイ, 54,村田一, 1.3, 49,  -4,  -3,13,483.7, ⑧⑧,11,13,Ｌソブリンブライト, 64,勝浦正, 0.9, 75,  -3,  20,12,128.5,⑬⑫⑩,11, 6,Ｄクラシカルウィｰク, 78,柴山雄, 0.8, 69,  10,   1,10, 30.6, ⑪⑦
12, 9,Ｒヨシアイビｰム,  1,大庭和, 1.1, 54,   0,  -7,18,693.3,⑫⑬⑯,12, 7,Ｍウイニングスコアｰ, 14,藤田伸, 1.8, 44,  -1, -14, 8, 35.6, ⑥⑤,12,11,Ｍヒシバトル, 57,津村明, 1.1, 65,*  1,  10,13,144.8,②②③,12,14,Ｍチアフルワｰルド, 67,藤田伸, 1.0, 69,  14,  -6, 8, 26.4, ⑤②
13, 3,Ｋナイキアムｰル, 35,鮫島良, 1.8, 46,   2, -23,15,157.1,⑨⑩⑬,,,,,,,,,,,,,13, 8,Ｈリッチスマイル, 68,村田一, 1.1, 68,  -1,  15, 9, 30.0,⑩⑧⑩,13, 5,Ｅテイエムポイント, 77,勝浦正, 1.3, 61,  11,  -8, 6, 18.7, ⑩⑦
14,10,Ｌダイワマドンナ, 24,和田竜, 1.9, 46,   0, -19,14,156.6,⑭⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｋファウンテンビｰト, 68,菊沢隆, 1.5, 65,* 18, -17, 5, 18.5, ②②
15, 8,Ｐマツノミドリ, 21,安藤光, 2.2, 44,  -7,  -6,16,530.2,⑱⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｇアグネスボｰイ, 73,戸崎圭, 1.8, 58,* 16, -20,11, 39.6, ③②
16,17,Ｍボストンエンプレス, 23,村田一, 2.3, 43,   2, -29,17,598.7,⑪⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐダイワアｰバイン, 58,武士沢, 3.7, 29,* 16, -49,16,216.1, ③⑫
17,18,Ｑサクラヴィッキｰ, 19,石橋脩, 2.8, 39,*  5, -43,11,135.6,⑤⑤⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 6,Ｏシルキｰキュｰト, 22,武士沢, 2.8, 39,*  6, -46,13,155.0,②②⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:6),,,,,,,,,,,
"単勝:240円 複勝:07=150円 04=460円 01=210円 枠連:2,430円",,,,,,,,,,,,単勝:200円 複勝:10=120円 05=160円 11=150円 枠連:530円,,,,,,,,,,,,"単勝:310円 複勝:02=160円 10=450円 06=530円 枠連:2,510円",,,,,,,,,,,,"単勝:5,310円 複勝:02=940円 04=2,000円 12=190円 枠連:5,080円",,,,,,,,,,,
"馬連:2,500円 ワイド:04-07=830円 01-07=460円 01-04=1,610円",,,,,,,,,,,,馬連:630円 ワイド:05-10=270円 10-11=220円 05-11=510円,,,,,,,,,,,,"馬連:2,360円 ワイド:02-10=820円 02-06=1,090円 06-10=3,330円",,,,,,,,,,,,"馬連:73,340円 ワイド:02-04=14,380円 02-12=2,870円 04-12=5,180円",,,,,,,,,,,
"馬単:3,560円 3連複:4,730円",,,,,,,,,,,,"馬単:990円 3連複:1,050円",,,,,,,,,,,,"馬単:4,220円 3連複:14,330円 3連単:57,480円",,,,,,,,,,,,"馬単:152,640円 3連複:126,660円 3連単:846,600円",,,,,,,,,,,
